Strong Text    Ftarget:0.005 f=0.59 d:0.84
Layer 1    pos=27530 neg=27414
1 Fi=0.864923 Di=0.886887 Ti=-1 Pi=0.507324
2 Fi=0.8519 Di=0.878424 Ti=-1 Pi=0.50872
3 Fi=0.930619 Di=0.911951 Ti=-1 Pi=0.49599
4 Fi=0.928796 Di=0.896803 Ti=-1 Pi=0.492293
5 Fi=0.824761 Di=0.913839 Ti=-1 Pi=0.526671
6 Fi=0.846064 Di=0.917508 Ti=-1 Pi=0.521309
7 Fi=0.840446 Di=0.926771 Ti=-1 Pi=0.525477
8 Fi=0.841358 Di=0.933091 Ti=-1 Pi=0.526901
9 Fi=0.854126 Di=0.939593 Ti=-1 Pi=0.524877
10 Fi=0.794412 Di=0.93458 Ti=-1 Pi=0.541583
11 Fi=0.803349 Di=0.943044 Ti=-1 Pi=0.541044
12 Fi=0.736521 Di=0.939412 Ti=-1 Pi=0.56157
13 Fi=0.746516 Di=0.94101 Ti=-1 Pi=0.558668
14 Fi=0.751113 Di=0.946059 Ti=-1 Pi=0.558474
15 Fi=0.761545 Di=0.954195 Ti=-1 Pi=0.557184
16 Fi=0.753885 Di=0.95227 Ti=-1 Pi=0.559179
17 Fi=0.705807 Di=0.958627 Ti=-1 Pi=0.576979
18 Fi=0.683556 Di=0.955612 Ti=-1 Pi=0.584012
19 Fi=0.683228 Di=0.955176 Ti=-1 Pi=0.584018
20 Fi=0.684687 Di=0.949473 Ti=-1 Pi=0.582044
21 Fi=0.68465 Di=0.95514 Ti=-1 Pi=0.583503
22 Fi=0.654337 Di=0.94733 Ti=-1 Pi=0.592485
23 Fi=0.67626 Di=0.956593 Ti=-1 Pi=0.586865
24 Fi=0.656088 Di=0.959717 Ti=-1 Pi=0.594974
25 Fi=0.657 Di=0.960552 Ti=-1 Pi=0.594849
26 Fi=0.640147 Di=0.959753 Ti=-1 Pi=0.600896
27 Fi=0.617641 Di=0.95089 Ti=-1 Pi=0.607237
28 Fi=0.613336 Di=0.951435 Ti=-1 Pi=0.60904
29 Fi=0.611366 Di=0.955104 Ti=-1 Pi=0.610721
30 Fi=0.60688 Di=0.952815 Ti=-1 Pi=0.611902
31 Fi=0.599876 Di=0.957501 Ti=-1 Pi=0.615816
32 Fi=0.589115 Di=0.953033 Ti=-1 Pi=0.618987
Layer 2    pos=27530 neg=16304
33 Fi=0.590209 Di=0.951544 Ti=-1 Pi=0.61818
34 Fi=0.58813 Di=0.956883 Ti=-1 Pi=0.620332
35 Fi=0.587729 Di=0.950527 Ti=-1 Pi=0.618921
36 Fi=0.589808 Di=0.954922 Ti=-1 Pi=0.619177
37 Fi=0.590866 Di=0.955975 Ti=-1 Pi=0.619014
38 Fi=0.588604 Di=0.955903 Ti=-1 Pi=0.6199
39 Fi=0.588203 Di=0.953832 Ti=-1 Pi=0.61955
40 Fi=0.58824 Di=0.95296 Ti=-1 Pi=0.61932
41 Fi=0.569709 Di=0.951362 Ti=-1 Pi=0.626444
42 Fi=0.576348 Di=0.955212 Ti=-1 Pi=0.624676
43 Fi=0.577041 Di=0.955794 Ti=-1 Pi=0.624537
44 Fi=0.580543 Di=0.953069 Ti=-1 Pi=0.622447
45 Fi=0.581856 Di=0.955467 Ti=-1 Pi=0.622506
46 Fi=0.583133 Di=0.957356 Ti=-1 Pi=0.622455
47 Fi=0.579521 Di=0.958663 Ti=-1 Pi=0.624234
48 Fi=0.575217 Di=0.955067 Ti=-1 Pi=0.625101
49 Fi=0.575983 Di=0.954413 Ti=-1 Pi=0.624629
50 Fi=0.552236 Di=0.953614 Ti=-1 Pi=0.634253
51 Fi=0.553586 Di=0.951907 Ti=-1 Pi=0.633271
52 Fi=0.553732 Di=0.952633 Ti=-1 Pi=0.633386
53 Fi=0.535894 Di=0.950781 Ti=-1 Pi=0.640508
54 Fi=0.51543 Di=0.943371 Ti=-1 Pi=0.64764
55 Fi=0.520355 Di=0.94871 Ti=-1 Pi=0.646757
56 Fi=0.520646 Di=0.947512 Ti=-1 Pi=0.64634
57 Fi=0.518786 Di=0.946168 Ti=-1 Pi=0.646834
58 Fi=0.510542 Di=0.944315 Ti=-1 Pi=0.650039
59 Fi=0.505362 Di=0.946785 Ti=-1 Pi=0.652947
60 Fi=0.504523 Di=0.946822 Ti=-1 Pi=0.653332
61 Fi=0.498614 Di=0.944751 Ti=-1 Pi=0.655502
62 Fi=0.494054 Di=0.945805 Ti=-1 Pi=0.657824
63 Fi=0.485993 Di=0.943734 Ti=-1 Pi=0.661027
64 Fi=0.484315 Di=0.943407 Ti=-1 Pi=0.661724
65 Fi=0.480411 Di=0.942317 Ti=-1 Pi=0.663275
66 Fi=0.480411 Di=0.943988 Ti=-1 Pi=0.66367
67 Fi=0.475852 Di=0.94348 Ti=-1 Pi=0.665676
68 Fi=0.473116 Di=0.942899 Ti=-1 Pi=0.666821
69 Fi=0.469359 Di=0.943516 Ti=-1 Pi=0.668735
70 Fi=0.454293 Di=0.940973 Ti=-1 Pi=0.67533
71 Fi=0.457649 Di=0.94279 Ti=-1 Pi=0.674138
