Strong Text    Ftarget:0.005 f=0.55 d:0.87
Layer 1    pos=27530 neg=27414
1 Fi=0.896841 Di=0.899491 Ti=-3 Pi=0.501793
2 Fi=0.903626 Di=0.920015 Ti=-1 Pi=0.505549
3 Fi=0.922777 Di=0.924046 Ti=-1 Pi=0.501399
4 Fi=0.906872 Di=0.91057 Ti=-1 Pi=0.502073
5 Fi=0.828445 Di=0.915874 Ti=-1 Pi=0.526114
6 Fi=0.839243 Di=0.921359 Ti=-1 Pi=0.524374
7 Fi=0.841358 Di=0.925282 Ti=-1 Pi=0.524805
8 Fi=0.85522 Di=0.93676 Ti=-1 Pi=0.523805
9 Fi=0.866054 Di=0.93992 Ti=-1 Pi=0.521504
10 Fi=0.795688 Di=0.941155 Ti=-1 Pi=0.542925
11 Fi=0.805939 Di=0.943807 Ti=-1 Pi=0.540446
12 Fi=0.733932 Di=0.93814 Ti=-1 Pi=0.562104
13 Fi=0.743489 Di=0.945042 Ti=-1 Pi=0.560723
14 Fi=0.747355 Di=0.942426 Ti=-1 Pi=0.558762
15 Fi=0.761107 Di=0.953832 Ti=-1 Pi=0.557232
16 Fi=0.746918 Di=0.938249 Ti=-1 Pi=0.557811
17 Fi=0.702853 Di=0.941664 Ti=-1 Pi=0.573641
18 Fi=0.684249 Di=0.954014 Ti=-1 Pi=0.583359
19 Fi=0.682316 Di=0.955321 Ti=-1 Pi=0.58438
20 Fi=0.686547 Di=0.959135 Ti=-1 Pi=0.583846
21 Fi=0.679142 Di=0.945332 Ti=-1 Pi=0.582958
22 Fi=0.652696 Di=0.952016 Ti=-1 Pi=0.594281
23 Fi=0.677865 Di=0.958663 Ti=-1 Pi=0.586815
24 Fi=0.658751 Di=0.95939 Ti=-1 Pi=0.593915
25 Fi=0.654811 Di=0.961133 Ti=-1 Pi=0.595798
26 Fi=0.638287 Di=0.960734 Ti=-1 Pi=0.601839
27 Fi=0.616911 Di=0.955866 Ti=-1 Pi=0.608763
28 Fi=0.613482 Di=0.954922 Ti=-1 Pi=0.609855
29 Fi=0.611804 Di=0.953977 Ti=-1 Pi=0.610271
30 Fi=0.605348 Di=0.955212 Ti=-1 Pi=0.613098
31 Fi=0.598307 Di=0.95336 Ti=-1 Pi=0.61541
32 Fi=0.590757 Di=0.952997 Ti=-1 Pi=0.618322
33 Fi=0.612461 Di=0.958227 Ti=-1 Pi=0.611073
34 Fi=0.595718 Di=0.956774 Ti=-1 Pi=0.617281
35 Fi=0.587401 Di=0.957465 Ti=-1 Pi=0.620767
36 Fi=0.587328 Di=0.959353 Ti=-1 Pi=0.62126
