Strong Text    Ftarget:0.005 f=0.58 d:0.87
Layer 1    pos=27530 neg=27414
1 Fi=0.899285 Di=0.876099 Ti=-9.5 Pi=0.494526
2 Fi=0.876559 Di=0.872285 Ti=-8 Pi=0.499833
3 Fi=0.912235 Di=0.887614 Ti=-1 Pi=0.494216
4 Fi=0.906836 Di=0.911297 Ti=-1 Pi=0.502282
5 Fi=0.820128 Di=0.917544 Ti=-1 Pi=0.529083
6 Fi=0.843328 Di=0.920341 Ti=-1 Pi=0.522887
7 Fi=0.847888 Di=0.946168 Ti=-1 Pi=0.528443
8 Fi=0.837857 Di=0.92441 Ti=-1 Pi=0.52561
9 Fi=0.854308 Di=0.930367 Ti=-1 Pi=0.522362
10 Fi=0.792843 Di=0.931602 Ti=-1 Pi=0.541281
11 Fi=0.803969 Di=0.934145 Ti=-1 Pi=0.538497
12 Fi=0.737032 Di=0.934254 Ti=-1 Pi=0.560044
13 Fi=0.738272 Di=0.936397 Ti=-1 Pi=0.560194
14 Fi=0.750456 Di=0.943117 Ti=-1 Pi=0.557922
15 Fi=0.756913 Di=0.945187 Ti=-1 Pi=0.556349
16 Fi=0.748121 Di=0.947221 Ti=-1 Pi=0.55976
17 Fi=0.706136 Di=0.951398 Ti=-1 Pi=0.575016
18 Fi=0.680565 Di=0.949146 Ti=-1 Pi=0.583428
19 Fi=0.6802 Di=0.95514 Ti=-1 Pi=0.585087
20 Fi=0.682243 Di=0.941736 Ti=-1 Pi=0.580923
21 Fi=0.68217 Di=0.956665 Ti=-1 Pi=0.584773
22 Fi=0.655395 Di=0.951181 Ti=-1 Pi=0.593074
23 Fi=0.676552 Di=0.957174 Ti=-1 Pi=0.586908
24 Fi=0.656307 Di=0.956012 Ti=-1 Pi=0.593961
25 Fi=0.654301 Di=0.950817 Ti=-1 Pi=0.593385
26 Fi=0.636135 Di=0.950563 Ti=-1 Pi=0.600096
27 Fi=0.614868 Di=0.951035 Ti=-1 Pi=0.608346
28 Fi=0.614759 Di=0.954123 Ti=-1 Pi=0.60916
29 Fi=0.611585 Di=0.951616 Ti=-1 Pi=0.609766
30 Fi=0.607427 Di=0.955757 Ti=-1 Pi=0.61242
31 Fi=0.596702 Di=0.947657 Ti=-1 Pi=0.614625
32 Fi=0.588787 Di=0.953869 Ti=-1 Pi=0.619325
33 Fi=0.612096 Di=0.95583 Ti=-1 Pi=0.610619
34 Fi=0.592909 Di=0.952307 Ti=-1 Pi=0.617292
35 Fi=0.587838 Di=0.957029 Ti=-1 Pi=0.620484
36 Fi=0.586635 Di=0.957356 Ti=-1 Pi=0.621047
37 Fi=0.583716 Di=0.960443 Ti=-1 Pi=0.622977
38 Fi=0.582403 Di=0.960516 Ti=-1 Pi=0.623523
39 Fi=0.576822 Di=0.956774 Ti=-1 Pi=0.624867
Layer 2    pos=27530 neg=15919
40 Fi=0.575618 Di=0.955539 Ti=-1 Pi=0.625053
41 Fi=0.575108 Di=0.953469 Ti=-1 Pi=0.624753
42 Fi=0.575545 Di=0.954704 Ti=-1 Pi=0.624878
43 Fi=0.576348 Di=0.954522 Ti=-1 Pi=0.624507
44 Fi=0.575801 Di=0.956883 Ti=-1 Pi=0.625309
45 Fi=0.576968 Di=0.954886 Ti=-1 Pi=0.624344
46 Fi=0.576859 Di=0.956157 Ti=-1 Pi=0.6247
47 Fi=0.576494 Di=0.957465 Ti=-1 Pi=0.625169
48 Fi=0.558364 Di=0.950563 Ti=-1 Pi=0.630943
49 Fi=0.564274 Di=0.954341 Ti=-1 Pi=0.629414
50 Fi=0.563544 Di=0.95227 Ti=-1 Pi=0.629209
51 Fi=0.567192 Di=0.957392 Ti=-1 Pi=0.628955
52 Fi=0.568578 Di=0.956665 Ti=-1 Pi=0.628208
53 Fi=0.569964 Di=0.957356 Ti=-1 Pi=0.627808
54 Fi=0.564566 Di=0.954922 Ti=-1 Pi=0.629435
55 Fi=0.533049 Di=0.951834 Ti=-1 Pi=0.641987
56 Fi=0.535712 Di=0.952343 Ti=-1 Pi=0.640964
57 Fi=0.511892 Di=0.942426 Ti=-1 Pi=0.648982
58 Fi=0.513168 Di=0.946822 Ti=-1 Pi=0.649474
59 Fi=0.495696 Di=0.942063 Ti=-1 Pi=0.656184
60 Fi=0.496717 Di=0.941664 Ti=-1 Pi=0.655623
61 Fi=0.543846 Di=0.95445 Ti=-1 Pi=0.637999
62 Fi=0.516306 Di=0.947839 Ti=-1 Pi=0.64833
63 Fi=0.505034 Di=0.943262 Ti=-1 Pi=0.652249
64 Fi=0.512038 Di=0.949655 Ti=-1 Pi=0.650656
65 Fi=0.503247 Di=0.947802 Ti=-1 Pi=0.65414
66 Fi=0.506347 Di=0.94802 Ti=-1 Pi=0.652801
67 Fi=0.501933 Di=0.947112 Ti=-1 Pi=0.654566
68 Fi=0.49741 Di=0.946567 Ti=-1 Pi=0.656481
69 Fi=0.49606 Di=0.946604 Ti=-1 Pi=0.657102
70 Fi=0.474064 Di=0.942172 Ti=-1 Pi=0.666204
