Strong Text    Ftarget:0.005 f=0.56 d:0.81
Layer 1    pos=27530 neg=27414
1 Fi=0.899832 Di=0.901744 Ti=-1 Pi=0.501586
2 Fi=0.899139 Di=0.893389 Ti=-1 Pi=0.499452
3 Fi=0.917196 Di=0.88478 Ti=-1 Pi=0.492061
4 Fi=0.924965 Di=0.933963 Ti=-1 Pi=0.503476
5 Fi=0.826512 Di=0.918126 Ti=-1 Pi=0.527308
6 Fi=0.834209 Di=0.917871 Ti=-1 Pi=0.524928
7 Fi=0.845189 Di=0.930258 Ti=-1 Pi=0.52501
8 Fi=0.839425 Di=0.932583 Ti=-1 Pi=0.527338
9 Fi=0.860327 Di=0.941773 Ti=-1 Pi=0.523651
10 Fi=0.794485 Di=0.933418 Ti=-1 Pi=0.541252
11 Fi=0.803859 Di=0.938976 Ti=-1 Pi=0.539812
12 Fi=0.725578 Di=0.921032 Ti=-1 Pi=0.560391
13 Fi=0.750711 Di=0.948965 Ti=-1 Pi=0.559362
14 Fi=0.75166 Di=0.96117 Ti=-1 Pi=0.562199
15 Fi=0.76439 Di=0.958155 Ti=-1 Pi=0.557286
16 Fi=0.756001 Di=0.95583 Ti=-1 Pi=0.559408
17 Fi=0.703801 Di=0.948638 Ti=-1 Pi=0.575116
18 Fi=0.680018 Di=0.947548 Ti=-1 Pi=0.583214
19 Fi=0.678668 Di=0.942499 Ti=-1 Pi=0.582398
20 Fi=0.685051 Di=0.95158 Ti=-1 Pi=0.582453
21 Fi=0.679397 Di=0.944315 Ti=-1 Pi=0.582605
22 Fi=0.655541 Di=0.956411 Ti=-1 Pi=0.594343
23 Fi=0.676662 Di=0.950708 Ti=-1 Pi=0.585225
24 Fi=0.657985 Di=0.954668 Ti=-1 Pi=0.593005
25 Fi=0.655359 Di=0.958663 Ti=-1 Pi=0.594977
26 Fi=0.640622 Di=0.957828 Ti=-1 Pi=0.600237
27 Fi=0.617531 Di=0.956012 Ti=-1 Pi=0.60856
28 Fi=0.613993 Di=0.950781 Ti=-1 Pi=0.608622
29 Fi=0.612315 Di=0.947512 Ti=-1 Pi=0.608453
30 Fi=0.607646 Di=0.957683 Ti=-1 Pi=0.612812
31 Fi=0.597395 Di=0.950636 Ti=-1 Pi=0.615094
32 Fi=0.591267 Di=0.955903 Ti=-1 Pi=0.618836
33 Fi=0.610418 Di=0.959317 Ti=-1 Pi=0.612136
34 Fi=0.596082 Di=0.954813 Ti=-1 Pi=0.616651
35 Fi=0.587036 Di=0.952125 Ti=-1 Pi=0.619596
36 Fi=0.585613 Di=0.957283 Ti=-1 Pi=0.621439
37 Fi=0.583789 Di=0.960915 Ti=-1 Pi=0.623063
38 Fi=0.582294 Di=0.959862 Ti=-1 Pi=0.623408
39 Fi=0.576311 Di=0.954631 Ti=-1 Pi=0.624548
40 Fi=0.574779 Di=0.954849 Ti=-1 Pi=0.625226
41 Fi=0.571496 Di=0.956084 Ti=-1 Pi=0.62687
42 Fi=0.564784 Di=0.95899 Ti=-1 Pi=0.630336
43 Fi=0.560006 Di=0.957864 Ti=-1 Pi=0.632041
44 Fi=0.571423 Di=0.958845 Ti=-1 Pi=0.627574
45 Fi=0.563471 Di=0.959462 Ti=-1 Pi=0.630993
46 Fi=0.560699 Di=0.960843 Ti=-1 Pi=0.632475
47 Fi=0.558291 Di=0.960225 Ti=-1 Pi=0.633325
Layer 2    pos=27530 neg=15413
48 Fi=0.554571 Di=0.957828 Ti=-1 Pi=0.634297
49 Fi=0.558328 Di=0.95623 Ti=-1 Pi=0.632341
50 Fi=0.557452 Di=0.955503 Ti=-1 Pi=0.632529
51 Fi=0.559057 Di=0.957574 Ti=-1 Pi=0.632364
52 Fi=0.560626 Di=0.958518 Ti=-1 Pi=0.631942
53 Fi=0.559386 Di=0.956593 Ti=-1 Pi=0.631989
54 Fi=0.558948 Di=0.9583 Ti=-1 Pi=0.632586
55 Fi=0.559276 Di=0.960116 Ti=-1 Pi=0.63289
56 Fi=0.559678 Di=0.956048 Ti=-1 Pi=0.631736
57 Fi=0.547494 Di=0.957755 Ti=-1 Pi=0.637253
58 Fi=0.546837 Di=0.958482 Ti=-1 Pi=0.637706
59 Fi=0.5522 Di=0.958881 Ti=-1 Pi=0.635545
60 Fi=0.549573 Di=0.958336 Ti=-1 Pi=0.636517
61 Fi=0.553768 Di=0.958845 Ti=-1 Pi=0.634879
62 Fi=0.553476 Di=0.959717 Ti=-1 Pi=0.635212
63 Fi=0.522726 Di=0.949619 Ti=-1 Pi=0.645937
64 Fi=0.524148 Di=0.955612 Ti=-1 Pi=0.646754
65 Fi=0.524914 Di=0.954595 Ti=-1 Pi=0.646177
66 Fi=0.522251 Di=0.951834 Ti=-1 Pi=0.646677
67 Fi=0.517582 Di=0.950309 Ti=-1 Pi=0.648361
68 Fi=0.526811 Di=0.952234 Ti=-1 Pi=0.644784
69 Fi=0.513351 Di=0.950418 Ti=-1 Pi=0.650256
70 Fi=0.512001 Di=0.950708 Ti=-1 Pi=0.650924
71 Fi=0.512986 Di=0.950817 Ti=-1 Pi=0.650513
72 Fi=0.50518 Di=0.951907 Ti=-1 Pi=0.65425
73 Fi=0.504924 Di=0.948493 Ti=-1 Pi=0.653552
74 Fi=0.504158 Di=0.950418 Ti=-1 Pi=0.654354
75 Fi=0.496899 Di=0.947802 Ti=-1 Pi=0.657006
76 Fi=0.490333 Di=0.948384 Ti=-1 Pi=0.660135
77 Fi=0.481506 Di=0.946531 Ti=-1 Pi=0.663763
78 Fi=0.47753 Di=0.945223 Ti=-1 Pi=0.665303
79 Fi=0.475633 Di=0.945732 Ti=-1 Pi=0.666308
80 Fi=0.459692 Di=0.943044 Ti=-1 Pi=0.673219
81 Fi=0.454877 Di=0.944134 Ti=-1 Pi=0.675784
82 Fi=0.452214 Di=0.943189 Ti=-1 Pi=0.67685
83 Fi=0.460349 Di=0.946095 Ti=-1 Pi=0.673615
84 Fi=0.461735 Di=0.946349 Ti=-1 Pi=0.673013
85 Fi=0.44667 Di=0.943988 Ti=-1 Pi=0.679727
86 Fi=0.452688 Di=0.94486 Ti=-1 Pi=0.677008
87 Fi=0.443204 Di=0.942063 Ti=-1 Pi=0.680977
88 Fi=0.440395 Di=0.944715 Ti=-1 Pi=0.682965
89 Fi=0.451813 Di=0.946422 Ti=-1 Pi=0.677792
90 Fi=0.448019 Di=0.947367 Ti=-1 Pi=0.679848
91 Fi=0.445393 Di=0.944352 Ti=-1 Pi=0.680433
92 Fi=0.443241 Di=0.946095 Ti=-1 Pi=0.681886
93 Fi=0.441271 Di=0.945696 Ti=-1 Pi=0.68276
94 Fi=0.433793 Di=0.942935 Ti=-1 Pi=0.685821
95 Fi=0.436675 Di=0.946386 Ti=-1 Pi=0.685181
96 Fi=0.430583 Di=0.944969 Ti=-1 Pi=0.687882
97 Fi=0.426862 Di=0.943952 Ti=-1 Pi=0.689512
98 Fi=0.425658 Di=0.94417 Ti=-1 Pi=0.690165
99 Fi=0.424163 Di=0.94417 Ti=-1 Pi=0.690917
100 Fi=0.42088 Di=0.944279 Ti=-1 Pi=0.692599
101 Fi=0.420187 Di=0.943843 Ti=-1 Pi=0.692851
102 Fi=0.416721 Di=0.944061 Ti=-1 Pi=0.69466
103 Fi=0.416028 Di=0.944315 Ti=-1 Pi=0.69507
104 Fi=0.414496 Di=0.943371 Ti=-1 Pi=0.695639
105 Fi=0.41508 Di=0.943916 Ti=-1 Pi=0.695464
106 Fi=0.410776 Di=0.941627 Ti=-1 Pi=0.697155
107 Fi=0.411286 Di=0.942608 Ti=-1 Pi=0.697112
108 Fi=0.40917 Di=0.943661 Ti=-1 Pi=0.698435
109 Fi=0.40804 Di=0.943117 Ti=-1 Pi=0.698896
110 Fi=0.405559 Di=0.942317 Ti=-1 Pi=0.7
111 Fi=0.403589 Di=0.941591 Ti=-1 Pi=0.70086
112 Fi=0.403152 Di=0.943661 Ti=-1 Pi=0.701547
113 Fi=0.399504 Di=0.943044 Ti=-1 Pi=0.70331
114 Fi=0.396257 Di=0.939847 Ti=-1 Pi=0.704304
115 Fi=0.401875 Di=0.943734 Ti=-1 Pi=0.702227
116 Fi=0.39954 Di=0.942935 Ti=-1 Pi=0.703267
117 Fi=0.399139 Di=0.943044 Ti=-1 Pi=0.703501
118 Fi=0.395491 Di=0.941954 Ti=-1 Pi=0.705172
119 Fi=0.394871 Di=0.942899 Ti=-1 Pi=0.705706
120 Fi=0.393522 Di=0.943117 Ti=-1 Pi=0.706465
121 Fi=0.392208 Di=0.9413 Ti=-1 Pi=0.706758
122 Fi=0.395345 Di=0.943589 Ti=-1 Pi=0.705609
123 Fi=0.394908 Di=0.943226 Ti=-1 Pi=0.705759
124 Fi=0.392756 Di=0.942644 Ti=-1 Pi=0.706765
125 Fi=0.39064 Di=0.942208 Ti=-1 Pi=0.707788
126 Fi=0.39002 Di=0.942426 Ti=-1 Pi=0.708164
127 Fi=0.389181 Di=0.942281 Ti=-1 Pi=0.708577
128 Fi=0.386883 Di=0.942463 Ti=-1 Pi=0.709838
129 Fi=0.385168 Di=0.941518 Ti=-1 Pi=0.710546
130 Fi=0.3836 Di=0.94239 Ti=-1 Pi=0.711574
131 Fi=0.383052 Di=0.940683 Ti=-1 Pi=0.711495
132 Fi=0.381119 Di=0.941446 Ti=-1 Pi=0.712699
133 Fi=0.380864 Di=0.9413 Ti=-1 Pi=0.712804
134 Fi=0.382031 Di=0.94308 Ti=-1 Pi=0.712564
135 Fi=0.380973 Di=0.942572 Ti=-1 Pi=0.713022
136 Fi=0.379405 Di=0.942317 Ti=-1 Pi=0.71381
