Strong Text    Ftarget:0.005 f=0.55 d:0.83
Layer 1    pos=27530 neg=27414
1 Fi=0.853651 Di=0.867381 Ti=-1 Pi=0.505044
2 Fi=0.897899 Di=0.890628 Ti=-1 Pi=0.499023
3 Fi=0.886846 Di=0.871631 Ti=-1 Pi=0.496729
4 Fi=0.925257 Di=0.881475 Ti=-1 Pi=0.488939
5 Fi=0.806376 Di=0.90534 Ti=-1 Pi=0.52996
6 Fi=0.839024 Di=0.938431 Ti=-1 Pi=0.529015
7 Fi=0.847268 Di=0.932219 Ti=-1 Pi=0.524923
8 Fi=0.858102 Di=0.944097 Ti=-1 Pi=0.524912
9 Fi=0.860983 Di=0.944388 Ti=-1 Pi=0.524152
10 Fi=0.803203 Di=0.944824 Ti=-1 Pi=0.541557
11 Fi=0.808711 Di=0.941228 Ti=-1 Pi=0.538913
12 Fi=0.733457 Di=0.941373 Ti=-1 Pi=0.56311
13 Fi=0.744218 Di=0.935234 Ti=-1 Pi=0.55791
14 Fi=0.744328 Di=0.941627 Ti=-1 Pi=0.559554
15 Fi=0.756074 Di=0.952089 Ti=-1 Pi=0.558417
16 Fi=0.749398 Di=0.944497 Ti=-1 Pi=0.55863
17 Fi=0.705224 Di=0.949037 Ti=-1 Pi=0.574725
18 Fi=0.679179 Di=0.945151 Ti=-1 Pi=0.582898
19 Fi=0.679397 Di=0.946785 Ti=-1 Pi=0.58324
20 Fi=0.689028 Di=0.955757 Ti=-1 Pi=0.582111
21 Fi=0.684687 Di=0.960588 Ti=-1 Pi=0.584872
22 Fi=0.656088 Di=0.952706 Ti=-1 Pi=0.593206
23 Fi=0.676443 Di=0.960225 Ti=-1 Pi=0.587719
24 Fi=0.658678 Di=0.959244 Ti=-1 Pi=0.593905
25 Fi=0.654118 Di=0.957792 Ti=-1 Pi=0.595214
26 Fi=0.636646 Di=0.951834 Ti=-1 Pi=0.600224
27 Fi=0.618589 Di=0.953069 Ti=-1 Pi=0.607417
28 Fi=0.61319 Di=0.948856 Ti=-1 Pi=0.608451
29 Fi=0.610783 Di=0.956411 Ti=-1 Pi=0.611274
30 Fi=0.60688 Di=0.954668 Ti=-1 Pi=0.612363
31 Fi=0.597833 Di=0.956375 Ti=-1 Pi=0.616344
32 Fi=0.588677 Di=0.958155 Ti=-1 Pi=0.620425
33 Fi=0.611293 Di=0.954849 Ti=-1 Pi=0.610686
34 Fi=0.594149 Di=0.954195 Ti=-1 Pi=0.617266
35 Fi=0.587838 Di=0.955648 Ti=-1 Pi=0.620144
36 Fi=0.587182 Di=0.958518 Ti=-1 Pi=0.621113
37 Fi=0.583935 Di=0.950636 Ti=-1 Pi=0.620475
38 Fi=0.582294 Di=0.956811 Ti=-1 Pi=0.62266
39 Fi=0.57653 Di=0.957138 Ti=-1 Pi=0.625074
40 Fi=0.576968 Di=0.958663 Ti=-1 Pi=0.625269
41 Fi=0.571241 Di=0.956702 Ti=-1 Pi=0.627125
42 Fi=0.564711 Di=0.953433 Ti=-1 Pi=0.629011
43 Fi=0.558364 Di=0.95761 Ti=-1 Pi=0.632661
44 Fi=0.570438 Di=0.959826 Ti=-1 Pi=0.628215
45 Fi=0.563544 Di=0.959898 Ti=-1 Pi=0.631069
46 Fi=0.561757 Di=0.955939 Ti=-1 Pi=0.630846
47 Fi=0.559787 Di=0.961315 Ti=-1 Pi=0.632967
48 Fi=0.558182 Di=0.95514 Ti=-1 Pi=0.632137
49 Fi=0.557379 Di=0.960407 Ti=-1 Pi=0.633749
50 Fi=0.554279 Di=0.962514 Ti=-1 Pi=0.63555
51 Fi=0.553221 Di=0.957392 Ti=-1 Pi=0.634757
52 Fi=0.552163 Di=0.958336 Ti=-1 Pi=0.635429
53 Fi=0.545707 Di=0.960007 Ti=-1 Pi=0.638551
Layer 2    pos=27530 neg=15034
54 Fi=0.545524 Di=0.956302 Ti=-1 Pi=0.637736
55 Fi=0.545561 Di=0.959898 Ti=-1 Pi=0.638587
56 Fi=0.545634 Di=0.959317 Ti=-1 Pi=0.638416
57 Fi=0.544941 Di=0.960952 Ti=-1 Pi=0.639102
58 Fi=0.544649 Di=0.960407 Ti=-1 Pi=0.639095
59 Fi=0.546035 Di=0.958554 Ti=-1 Pi=0.638063
60 Fi=0.544685 Di=0.958772 Ti=-1 Pi=0.638687
61 Fi=0.54505 Di=0.96008 Ti=-1 Pi=0.638847
62 Fi=0.545196 Di=0.958809 Ti=-1 Pi=0.638479
63 Fi=0.530094 Di=0.952307 Ti=-1 Pi=0.643378
64 Fi=0.534873 Di=0.953614 Ti=-1 Pi=0.641632
65 Fi=0.535858 Di=0.958046 Ti=-1 Pi=0.642274
66 Fi=0.538703 Di=0.958954 Ti=-1 Pi=0.641275
67 Fi=0.539396 Di=0.961024 Ti=-1 Pi=0.641475
68 Fi=0.539578 Di=0.960007 Ti=-1 Pi=0.641154
69 Fi=0.516342 Di=0.955031 Ti=-1 Pi=0.650036
70 Fi=0.514482 Di=0.952561 Ti=-1 Pi=0.650268
71 Fi=0.509594 Di=0.955467 Ti=-1 Pi=0.653126
72 Fi=0.507405 Di=0.954232 Ti=-1 Pi=0.653808
73 Fi=0.510615 Di=0.954631 Ti=-1 Pi=0.652474
74 Fi=0.510907 Di=0.956702 Ti=-1 Pi=0.652836
75 Fi=0.511746 Di=0.955539 Ti=-1 Pi=0.652188
76 Fi=0.503757 Di=0.953396 Ti=-1 Pi=0.655241
77 Fi=0.499526 Di=0.95089 Ti=-1 Pi=0.656551
78 Fi=0.502371 Di=0.951871 Ti=-1 Pi=0.655502
79 Fi=0.500073 Di=0.951507 Ti=-1 Pi=0.65645
80 Fi=0.494492 Di=0.952052 Ti=-1 Pi=0.659106
81 Fi=0.491099 Di=0.950454 Ti=-1 Pi=0.660274
82 Fi=0.483038 Di=0.949873 Ti=-1 Pi=0.66384
83 Fi=0.482345 Di=0.951616 Ti=-1 Pi=0.66457
84 Fi=0.473298 Di=0.94951 Ti=-1 Pi=0.668286
85 Fi=0.469541 Di=0.949582 Ti=-1 Pi=0.670067
86 Fi=0.460896 Di=0.948166 Ti=-1 Pi=0.673834
87 Fi=0.459802 Di=0.948275 Ti=-1 Pi=0.674382
88 Fi=0.455862 Di=0.946713 Ti=-1 Pi=0.675908
89 Fi=0.455388 Di=0.946967 Ti=-1 Pi=0.676194
90 Fi=0.459729 Di=0.949655 Ti=-1 Pi=0.674736
91 Fi=0.452214 Di=0.947185 Ti=-1 Pi=0.677774
92 Fi=0.453454 Di=0.946822 Ti=-1 Pi=0.677092
93 Fi=0.451302 Di=0.947185 Ti=-1 Pi=0.678215
94 Fi=0.448238 Di=0.94773 Ti=-1 Pi=0.679825
95 Fi=0.435836 Di=0.945405 Ti=-1 Pi=0.685372
96 Fi=0.437003 Di=0.94526 Ti=-1 Pi=0.684762
97 Fi=0.435945 Di=0.943916 Ti=-1 Pi=0.684978
98 Fi=0.432334 Di=0.945405 Ti=-1 Pi=0.687109
99 Fi=0.431422 Di=0.946349 Ti=-1 Pi=0.687777
100 Fi=0.429343 Di=0.945914 Ti=-1 Pi=0.688715
101 Fi=0.428102 Di=0.946422 Ti=-1 Pi=0.68945
102 Fi=0.42657 Di=0.944352 Ti=-1 Pi=0.689748
103 Fi=0.422266 Di=0.94555 Ti=-1 Pi=0.692185
104 Fi=0.418582 Di=0.945296 Ti=-1 Pi=0.693992
105 Fi=0.415992 Di=0.94457 Ti=-1 Pi=0.695145
106 Fi=0.414496 Di=0.944751 Ti=-1 Pi=0.695949
107 Fi=0.411286 Di=0.944715 Ti=-1 Pi=0.697583
108 Fi=0.410484 Di=0.945587 Ti=-1 Pi=0.69819
109 Fi=0.409061 Di=0.943625 Ti=-1 Pi=0.698484
