Strong Text    Ftarget:0.005 f=0.61 d:0.8
Layer 1    pos=27530 neg=27414
1 Fi=0.835413 Di=0.846495 Ti=-1 Pi=0.50435
2 Fi=0.914168 Di=0.888812 Ti=-1 Pi=0.494024
3 Fi=0.899066 Di=0.884453 Ti=-1 Pi=0.496959
4 Fi=0.887685 Di=0.901961 Ti=-1 Pi=0.505044
5 Fi=0.804151 Di=0.898474 Ti=-1 Pi=0.528752
6 Fi=0.829868 Di=0.914275 Ti=-1 Pi=0.52525
7 Fi=0.839425 Di=0.919615 Ti=-1 Pi=0.523847
8 Fi=0.848654 Di=0.931529 Ti=-1 Pi=0.52433
9 Fi=0.861421 Di=0.946858 Ti=-1 Pi=0.524677
10 Fi=0.800832 Di=0.938467 Ti=-1 Pi=0.540615
11 Fi=0.79919 Di=0.934181 Ti=-1 Pi=0.539988
12 Fi=0.735245 Di=0.941046 Ti=-1 Pi=0.562425
13 Fi=0.752243 Di=0.947367 Ti=-1 Pi=0.558444
14 Fi=0.751441 Di=0.947512 Ti=-1 Pi=0.558745
15 Fi=0.760232 Di=0.948819 Ti=-1 Pi=0.556216
16 Fi=0.748924 Di=0.943552 Ti=-1 Pi=0.55854
17 Fi=0.70402 Di=0.944824 Ti=-1 Pi=0.574055
18 Fi=0.682863 Di=0.946495 Ti=-1 Pi=0.581928
19 Fi=0.680455 Di=0.947548 Ti=-1 Pi=0.583058
20 Fi=0.689465 Di=0.949655 Ti=-1 Pi=0.580397
21 Fi=0.682972 Di=0.957465 Ti=-1 Pi=0.58469
22 Fi=0.654191 Di=0.947766 Ti=-1 Pi=0.59265
23 Fi=0.677537 Di=0.959208 Ti=-1 Pi=0.58707
24 Fi=0.658897 Di=0.957973 Ti=-1 Pi=0.593505
25 Fi=0.658897 Di=0.960625 Ti=-1 Pi=0.594172
26 Fi=0.640767 Di=0.958155 Ti=-1 Pi=0.600264
27 Fi=0.618553 Di=0.955648 Ti=-1 Pi=0.608076
28 Fi=0.61381 Di=0.956956 Ti=-1 Pi=0.610233
29 Fi=0.610783 Di=0.957247 Ti=-1 Pi=0.611481
30 Fi=0.607682 Di=0.958663 Ti=-1 Pi=0.61304
Layer 2    pos=27530 neg=16778
31 Fi=0.6075 Di=0.958918 Ti=-1 Pi=0.613174
32 Fi=0.607062 Di=0.958264 Ti=-1 Pi=0.613184
33 Fi=0.608485 Di=0.955939 Ti=-1 Pi=0.612052
34 Fi=0.605603 Di=0.954304 Ti=-1 Pi=0.612772
35 Fi=0.606807 Di=0.955794 Ti=-1 Pi=0.612671
36 Fi=0.606515 Di=0.956992 Ti=-1 Pi=0.613083
37 Fi=0.60874 Di=0.955358 Ti=-1 Pi=0.611808
38 Fi=0.607062 Di=0.956593 Ti=-1 Pi=0.61277
39 Fi=0.586379 Di=0.953215 Ti=-1 Pi=0.620129
40 Fi=0.59393 Di=0.955576 Ti=-1 Pi=0.617695
41 Fi=0.594477 Di=0.956847 Ti=-1 Pi=0.617791
42 Fi=0.596921 Di=0.952416 Ti=-1 Pi=0.615724
43 Fi=0.600095 Di=0.959027 Ti=-1 Pi=0.616106
44 Fi=0.592289 Di=0.953542 Ti=-1 Pi=0.617845
45 Fi=0.593164 Di=0.955648 Ti=-1 Pi=0.618017
46 Fi=0.569235 Di=0.952815 Ti=-1 Pi=0.626996
47 Fi=0.563544 Di=0.94871 Ti=-1 Pi=0.628335
48 Fi=0.563982 Di=0.951798 Ti=-1 Pi=0.628912
49 Fi=0.56752 Di=0.955249 Ti=-1 Pi=0.628297
50 Fi=0.548187 Di=0.94911 Ti=-1 Pi=0.634862
51 Fi=0.557927 Di=0.948965 Ti=-1 Pi=0.630734
52 Fi=0.55924 Di=0.952016 Ti=-1 Pi=0.630934
53 Fi=0.545451 Di=0.950963 Ti=-1 Pi=0.636472
54 Fi=0.537463 Di=0.947149 Ti=-1 Pi=0.638952
55 Fi=0.528453 Di=0.947621 Ti=-1 Pi=0.642957
56 Fi=0.526775 Di=0.94733 Ti=-1 Pi=0.643617
57 Fi=0.522653 Di=0.945114 Ti=-1 Pi=0.644881
58 Fi=0.512366 Di=0.946785 Ti=-1 Pi=0.649822
59 Fi=0.511199 Di=0.946204 Ti=-1 Pi=0.650201
60 Fi=0.510068 Di=0.945478 Ti=-1 Pi=0.65053
61 Fi=0.500511 Di=0.945696 Ti=-1 Pi=0.65487
62 Fi=0.501277 Di=0.945877 Ti=-1 Pi=0.654567
63 Fi=0.49803 Di=0.944824 Ti=-1 Pi=0.655784
64 Fi=0.491282 Di=0.946495 Ti=-1 Pi=0.659254
65 Fi=0.484351 Di=0.945151 Ti=-1 Pi=0.66212
66 Fi=0.483038 Di=0.943952 Ti=-1 Pi=0.662444
67 Fi=0.477056 Di=0.941627 Ti=-1 Pi=0.664675
68 Fi=0.472459 Di=0.942535 Ti=-1 Pi=0.667044
69 Fi=0.469651 Di=0.943117 Ti=-1 Pi=0.668503
70 Fi=0.466915 Di=0.942027 Ti=-1 Pi=0.669541
71 Fi=0.473335 Di=0.944497 Ti=-1 Pi=0.667094
72 Fi=0.471292 Di=0.944896 Ti=-1 Pi=0.668148
73 Fi=0.467279 Di=0.945078 Ti=-1 Pi=0.670083
74 Fi=0.462464 Di=0.944061 Ti=-1 Pi=0.672132
75 Fi=0.460312 Di=0.942899 Ti=-1 Pi=0.672888
76 Fi=0.457394 Di=0.943734 Ti=-1 Pi=0.674481
77 Fi=0.449588 Di=0.94377 Ti=-1 Pi=0.678257
78 Fi=0.446888 Di=0.943117 Ti=-1 Pi=0.679419
79 Fi=0.444335 Di=0.941882 Ti=-1 Pi=0.680381
80 Fi=0.439629 Di=0.943552 Ti=-1 Pi=0.683076
81 Fi=0.438426 Di=0.942717 Ti=-1 Pi=0.683477
82 Fi=0.435507 Di=0.943916 Ti=-1 Pi=0.685194
83 Fi=0.433647 Di=0.943516 Ti=-1 Pi=0.686026
84 Fi=0.429926 Di=0.942354 Ti=-1 Pi=0.687614
85 Fi=0.427811 Di=0.942281 Ti=-1 Pi=0.688656
86 Fi=0.425148 Di=0.943734 Ti=-1 Pi=0.690323
87 Fi=0.423871 Di=0.942354 Ti=-1 Pi=0.690653
88 Fi=0.423287 Di=0.941627 Ti=-1 Pi=0.690783
