Strong Text    Ftarget:0.15 f=0.55 d:0.81
Layer 1    pos=27530 neg=27414
1 Fi=0.915773 Di=0.89644 Ti=-1 Pi=0.495722
2 Fi=0.912745 Di=0.897348 Ti=-1 Pi=0.496802
3 Fi=0.909718 Di=0.891355 Ti=-1 Pi=0.495958
4 Fi=0.918801 Di=0.924882 Ti=-1 Pi=0.502705
5 Fi=0.816043 Di=0.900182 Ti=-1 Pi=0.525566
6 Fi=0.835267 Di=0.91798 Ti=-1 Pi=0.524642
7 Fi=0.83658 Di=0.916527 Ti=-1 Pi=0.523855
8 Fi=0.845809 Di=0.943189 Ti=-1 Pi=0.528269
9 Fi=0.868425 Di=0.947548 Ti=-1 Pi=0.522839
10 Fi=0.799737 Di=0.938939 Ti=-1 Pi=0.54108
11 Fi=0.802874 Di=0.935888 Ti=-1 Pi=0.539299
12 Fi=0.736996 Di=0.932946 Ti=-1 Pi=0.559711
13 Fi=0.749398 Di=0.942899 Ti=-1 Pi=0.558213
14 Fi=0.74513 Di=0.935634 Ti=-1 Pi=0.557714
15 Fi=0.760633 Di=0.960407 Ti=-1 Pi=0.55908
16 Fi=0.756329 Di=0.950381 Ti=-1 Pi=0.557892
17 Fi=0.705588 Di=0.946749 Ti=-1 Pi=0.574008
18 Fi=0.684687 Di=0.944352 Ti=-1 Pi=0.580727
19 Fi=0.678668 Di=0.943008 Ti=-1 Pi=0.582529
20 Fi=0.684103 Di=0.953033 Ti=-1 Pi=0.583161
21 Fi=0.681367 Di=0.946894 Ti=-1 Pi=0.582564
22 Fi=0.653206 Di=0.949582 Ti=-1 Pi=0.593475
23 Fi=0.674035 Di=0.956484 Ti=-1 Pi=0.587637
24 Fi=0.657584 Di=0.95899 Ti=-1 Pi=0.594242
25 Fi=0.655833 Di=0.95968 Ti=-1 Pi=0.595058
26 Fi=0.639783 Di=0.962114 Ti=-1 Pi=0.601622
27 Fi=0.614868 Di=0.948965 Ti=-1 Pi=0.607827
28 Fi=0.614467 Di=0.950454 Ti=-1 Pi=0.608356
29 Fi=0.611731 Di=0.950817 Ti=-1 Pi=0.60951
