Strong Text    Ftarget:0.15 f=0.55 d:0.8
Layer 1    pos=27530 neg=27414
1 Fi=0.86806 Di=0.880022 Ti=-1 Pi=0.504477
2 Fi=0.907274 Di=0.91304 Ti=-1 Pi=0.50264
3 Fi=0.912891 Di=0.905412 Ti=-1 Pi=0.498999
4 Fi=0.905486 Di=0.915765 Ti=-1 Pi=0.503877
5 Fi=0.83388 Di=0.919324 Ti=-1 Pi=0.525421
6 Fi=0.828628 Di=0.923792 Ti=-1 Pi=0.528205
7 Fi=0.841285 Di=0.925717 Ti=-1 Pi=0.524944
8 Fi=0.849456 Di=0.936869 Ti=-1 Pi=0.52552
9 Fi=0.867258 Di=0.949364 Ti=-1 Pi=0.523652
10 Fi=0.786897 Di=0.936288 Ti=-1 Pi=0.544395
11 Fi=0.811957 Di=0.950418 Ti=-1 Pi=0.540331
12 Fi=0.733749 Di=0.935888 Ti=-1 Pi=0.561574
13 Fi=0.736485 Di=0.93814 Ti=-1 Pi=0.561249
14 Fi=0.751003 Di=0.951725 Ti=-1 Pi=0.559982
15 Fi=0.758335 Di=0.952561 Ti=-1 Pi=0.557803
16 Fi=0.753155 Di=0.950127 Ti=-1 Pi=0.558862
17 Fi=0.70267 Di=0.950781 Ti=-1 Pi=0.57606
18 Fi=0.683446 Di=0.94555 Ti=-1 Pi=0.581477
19 Fi=0.681659 Di=0.944206 Ti=-1 Pi=0.581769
20 Fi=0.683045 Di=0.953869 Ti=-1 Pi=0.58375
21 Fi=0.681914 Di=0.959898 Ti=-1 Pi=0.585683
22 Fi=0.653024 Di=0.953433 Ti=-1 Pi=0.594519
23 Fi=0.675057 Di=0.956593 Ti=-1 Pi=0.587297
24 Fi=0.657292 Di=0.954377 Ti=-1 Pi=0.593186
25 Fi=0.654191 Di=0.955939 Ti=-1 Pi=0.594721
26 Fi=0.638834 Di=0.95899 Ti=-1 Pi=0.601198
27 Fi=0.617093 Di=0.953396 Ti=-1 Pi=0.608076
28 Fi=0.615379 Di=0.954559 Ti=-1 Pi=0.609029
29 Fi=0.611841 Di=0.952597 Ti=-1 Pi=0.609912
30 Fi=0.605092 Di=0.950527 Ti=-1 Pi=0.612031
31 Fi=0.600204 Di=0.959535 Ti=-1 Pi=0.616188
32 Fi=0.589297 Di=0.956084 Ti=-1 Pi=0.619668
33 Fi=0.610345 Di=0.960298 Ti=-1 Pi=0.612407
34 Fi=0.596082 Di=0.957392 Ti=-1 Pi=0.617289
35 Fi=0.58824 Di=0.955612 Ti=-1 Pi=0.619975
36 Fi=0.58678 Di=0.956339 Ti=-1 Pi=0.620738
37 Fi=0.58306 Di=0.960697 Ti=-1 Pi=0.623303
38 Fi=0.580762 Di=0.956121 Ti=-1 Pi=0.623109
39 Fi=0.576457 Di=0.957864 Ti=-1 Pi=0.625282
40 Fi=0.575254 Di=0.955503 Ti=-1 Pi=0.625193
41 Fi=0.57073 Di=0.956339 Ti=-1 Pi=0.627245
42 Fi=0.56431 Di=0.961351 Ti=-1 Pi=0.631105
43 Fi=0.560225 Di=0.956992 Ti=-1 Pi=0.631738
44 Fi=0.571059 Di=0.960552 Ti=-1 Pi=0.628138
45 Fi=0.564128 Di=0.961642 Ti=-1 Pi=0.63125
46 Fi=0.561064 Di=0.962877 Ti=-1 Pi=0.632815
47 Fi=0.558802 Di=0.961061 Ti=-1 Pi=0.633315
48 Fi=0.557343 Di=0.956738 Ti=-1 Pi=0.632875
49 Fi=0.558984 Di=0.96186 Ti=-1 Pi=0.633432
50 Fi=0.154483 Di=0.800073 Ti=0 Pi=0.838734
Layer 2    pos=27530 neg=4239
51 Fi=0.15441 Di=0.795714 Ti=-1 Pi=0.838058
52 Fi=0.15441 Di=0.796222 Ti=-1 Pi=0.838145
53 Fi=0.154301 Di=0.794769 Ti=-1 Pi=0.837993
54 Fi=0.154301 Di=0.798547 Ti=-1 Pi=0.838636
55 Fi=0.154301 Di=0.795024 Ti=-1 Pi=0.838037
56 Fi=0.154374 Di=0.795133 Ti=-1 Pi=0.837991
57 Fi=0.15452 Di=0.797566 Ti=-1 Pi=0.838277
58 Fi=0.154447 Di=0.794769 Ti=-1 Pi=0.837865
59 Fi=0.15452 Di=0.796658 Ti=-1 Pi=0.838123
60 Fi=0.154483 Di=0.798256 Ti=-1 Pi=0.838427
61 Fi=0.15452 Di=0.796876 Ti=-1 Pi=0.83816
62 Fi=0.154483 Di=0.797748 Ti=-1 Pi=0.83834
63 Fi=0.15452 Di=0.79615 Ti=-1 Pi=0.838036
64 Fi=0.154447 Di=0.797457 Ti=-1 Pi=0.838323
65 Fi=0.153754 Di=0.796803 Ti=-1 Pi=0.838821
66 Fi=0.152076 Di=0.796767 Ti=-1 Pi=0.840293
67 Fi=0.150215 Di=0.797566 Ti=-1 Pi=0.842071
68 Fi=0.150799 Di=0.796549 Ti=-1 Pi=0.841384
69 Fi=0.150398 Di=0.797239 Ti=-1 Pi=0.841855
70 Fi=0.150069 Di=0.797457 Ti=-1 Pi=0.842182
71 Fi=0.14985 Di=0.795532 Ti=-1 Pi=0.842055
