Strong Text    Ftarget:0.005 f=0.53 d:0.83
Layer 1    pos=27530 neg=27414
1 Fi=0.919421 Di=0.899818 Ti=-1 Pi=0.495668
2 Fi=0.898081 Di=0.918598 Ti=-1 Pi=0.506702
3 Fi=0.909937 Di=0.900618 Ti=-1 Pi=0.498482
4 Fi=0.92544 Di=0.933563 Ti=-1 Pi=0.503241
5 Fi=0.844496 Di=0.931275 Ti=-1 Pi=0.525487
6 Fi=0.853761 Di=0.932074 Ti=-1 Pi=0.52298
7 Fi=0.847961 Di=0.94308 Ti=-1 Pi=0.527607
8 Fi=0.858539 Di=0.949001 Ti=-1 Pi=0.526076
9 Fi=0.86288 Di=0.944061 Ti=-1 Pi=0.523517
10 Fi=0.791895 Di=0.936288 Ti=-1 Pi=0.542824
11 Fi=0.807434 Di=0.944896 Ti=-1 Pi=0.540272
12 Fi=0.736376 Di=0.929967 Ti=-1 Pi=0.55913
13 Fi=0.749945 Di=0.940719 Ti=-1 Pi=0.557462
14 Fi=0.753301 Di=0.942027 Ti=-1 Pi=0.556703
15 Fi=0.766251 Di=0.958918 Ti=-1 Pi=0.556882
16 Fi=0.75425 Di=0.95049 Ti=-1 Pi=0.558599
17 Fi=0.706865 Di=0.954958 Ti=-1 Pi=0.575677
18 Fi=0.683483 Di=0.947657 Ti=-1 Pi=0.582006
19 Fi=0.678194 Di=0.952052 Ti=-1 Pi=0.585019
20 Fi=0.683921 Di=0.949473 Ti=-1 Pi=0.582316
21 Fi=0.680711 Di=0.948238 Ti=-1 Pi=0.583143
22 Fi=0.650616 Di=0.94377 Ti=-1 Pi=0.592953
23 Fi=0.676005 Di=0.952997 Ti=-1 Pi=0.586044
24 Fi=0.657948 Di=0.957683 Ti=-1 Pi=0.59378
25 Fi=0.656198 Di=0.958264 Ti=-1 Pi=0.594568
26 Fi=0.637813 Di=0.954595 Ti=-1 Pi=0.60048
27 Fi=0.61713 Di=0.956411 Ti=-1 Pi=0.608814
28 Fi=0.612497 Di=0.95198 Ti=-1 Pi=0.609503
29 Fi=0.61195 Di=0.9583 Ti=-1 Pi=0.611289
30 Fi=0.607208 Di=0.957101 Ti=-1 Pi=0.612839
31 Fi=0.596958 Di=0.955321 Ti=-1 Pi=0.61643
32 Fi=0.588969 Di=0.954377 Ti=-1 Pi=0.619378
33 Fi=0.610965 Di=0.958663 Ti=-1 Pi=0.611761
34 Fi=0.595936 Di=0.958663 Ti=-1 Pi=0.61766
35 Fi=0.587401 Di=0.960044 Ti=-1 Pi=0.6214
36 Fi=0.587072 Di=0.95721 Ti=-1 Pi=0.620836
37 Fi=0.582586 Di=0.956702 Ti=-1 Pi=0.622515
38 Fi=0.583242 Di=0.959281 Ti=-1 Pi=0.622883
39 Fi=0.576822 Di=0.955067 Ti=-1 Pi=0.624448
40 Fi=0.575545 Di=0.954304 Ti=-1 Pi=0.62478
41 Fi=0.571496 Di=0.95721 Ti=-1 Pi=0.627145
42 Fi=0.564821 Di=0.954886 Ti=-1 Pi=0.629321
43 Fi=0.559641 Di=0.955249 Ti=-1 Pi=0.631556
44 Fi=0.570986 Di=0.960116 Ti=-1 Pi=0.628062
45 Fi=0.564639 Di=0.959608 Ti=-1 Pi=0.630546
46 Fi=0.5611 Di=0.959135 Ti=-1 Pi=0.631895
47 Fi=0.558802 Di=0.960915 Ti=-1 Pi=0.63328
48 Fi=0.560225 Di=0.961133 Ti=-1 Pi=0.632742
49 Fi=0.558656 Di=0.960625 Ti=-1 Pi=0.63327
50 Fi=0.553513 Di=0.958772 Ti=-1 Pi=0.634968
51 Fi=0.555118 Di=0.963858 Ti=-1 Pi=0.635523
52 Fi=0.552929 Di=0.960552 Ti=-1 Pi=0.635643
53 Fi=0.546473 Di=0.959789 Ti=-1 Pi=0.638175
54 Fi=0.546874 Di=0.960552 Ti=-1 Pi=0.638189
55 Fi=0.544175 Di=0.960262 Ti=-1 Pi=0.639261
56 Fi=0.53863 Di=0.963204 Ti=-1 Pi=0.642323
57 Fi=0.535383 Di=0.961569 Ti=-1 Pi=0.643321
58 Fi=0.532611 Di=0.960334 Ti=-1 Pi=0.644216
59 Fi=0.529292 Di=0.960116 Ti=-1 Pi=0.645596
Layer 2    pos=27530 neg=14589
60 Fi=0.529729 Di=0.956956 Ti=-1 Pi=0.644652
