Strong Text    Ftarget:0.15 f=0.55 d:0.88
Layer 1    pos=27530 neg=27414
1 Fi=0.89002 Di=0.897603 Ti=-1 Pi=0.503177
2 Fi=0.904939 Di=0.909771 Ti=-1 Pi=0.502387
3 Fi=0.901255 Di=0.901816 Ti=-1 Pi=0.501211
4 Fi=0.919056 Di=0.924809 Ti=-1 Pi=0.502616
5 Fi=0.824433 Di=0.904468 Ti=-1 Pi=0.524199
6 Fi=0.83202 Di=0.912169 Ti=-1 Pi=0.524029
7 Fi=0.846867 Di=0.942608 Ti=-1 Pi=0.527804
8 Fi=0.846684 Di=0.930004 Ti=-1 Pi=0.524501
9 Fi=0.8577 Di=0.93705 Ti=-1 Pi=0.52316
10 Fi=0.801051 Di=0.940756 Ti=-1 Pi=0.541152
11 Fi=0.807945 Di=0.943262 Ti=-1 Pi=0.539685
12 Fi=0.732217 Di=0.93567 Ti=-1 Pi=0.562031
13 Fi=0.746662 Di=0.939375 Ti=-1 Pi=0.558191
14 Fi=0.751113 Di=0.94842 Ti=-1 Pi=0.559089
15 Fi=0.758299 Di=0.947475 Ti=-1 Pi=0.556494
16 Fi=0.753812 Di=0.948819 Ti=-1 Pi=0.558308
17 Fi=0.706792 Di=0.949473 Ti=-1 Pi=0.574294
18 Fi=0.684322 Di=0.954813 Ti=-1 Pi=0.583537
19 Fi=0.677792 Di=0.943661 Ti=-1 Pi=0.583012
20 Fi=0.682389 Di=0.948238 Ti=-1 Pi=0.582545
21 Fi=0.682133 Di=0.954486 Ti=-1 Pi=0.584232
22 Fi=0.654155 Di=0.952888 Ti=-1 Pi=0.593964
23 Fi=0.67626 Di=0.958046 Ti=-1 Pi=0.587233
24 Fi=0.656271 Di=0.956811 Ti=-1 Pi=0.594176
25 Fi=0.657474 Di=0.959099 Ti=-1 Pi=0.59431
26 Fi=0.639235 Di=0.958591 Ti=-1 Pi=0.600947
27 Fi=0.617531 Di=0.953033 Ti=-1 Pi=0.607816
28 Fi=0.615014 Di=0.954268 Ti=-1 Pi=0.609098
29 Fi=0.611038 Di=0.956883 Ti=-1 Pi=0.611292
30 Fi=0.607281 Di=0.956992 Ti=-1 Pi=0.612783
31 Fi=0.597067 Di=0.956593 Ti=-1 Pi=0.616701
32 Fi=0.591048 Di=0.959281 Ti=-1 Pi=0.619755
