Strong Text    Ftarget:0.005 f=0.61 d:0.82
Layer 1    pos=27530 neg=27414
1 Fi=0.913584 Di=0.889575 Ti=-1 Pi=0.494398
2 Fi=0.914496 Di=0.902288 Ti=-1 Pi=0.497696
3 Fi=0.918326 Di=0.915147 Ti=-1 Pi=0.500189
4 Fi=0.918545 Di=0.915474 Ti=-1 Pi=0.500218
5 Fi=0.842161 Di=0.916891 Ti=-1 Pi=0.522295
6 Fi=0.847122 Di=0.925427 Ti=-1 Pi=0.523142
7 Fi=0.848873 Di=0.927824 Ti=-1 Pi=0.523272
8 Fi=0.852229 Di=0.923865 Ti=-1 Pi=0.521221
9 Fi=0.850441 Di=0.925064 Ti=-1 Pi=0.522068
10 Fi=0.794922 Di=0.931239 Ti=-1 Pi=0.540534
11 Fi=0.809915 Di=0.949183 Ti=-1 Pi=0.540634
12 Fi=0.726928 Di=0.939194 Ti=-1 Pi=0.564739
13 Fi=0.741738 Di=0.936687 Ti=-1 Pi=0.559116
14 Fi=0.751879 Di=0.949728 Ti=-1 Pi=0.559177
15 Fi=0.762311 Di=0.944206 Ti=-1 Pi=0.554338
16 Fi=0.753848 Di=0.949292 Ti=-1 Pi=0.558419
17 Fi=0.701539 Di=0.944896 Ti=-1 Pi=0.574936
18 Fi=0.679069 Di=0.940283 Ti=-1 Pi=0.581682
19 Fi=0.684358 Di=0.958445 Ti=-1 Pi=0.584446
20 Fi=0.691289 Di=0.958445 Ti=-1 Pi=0.581997
21 Fi=0.682972 Di=0.957356 Ti=-1 Pi=0.584662
22 Fi=0.65452 Di=0.950054 Ti=-1 Pi=0.593111
23 Fi=0.673379 Di=0.955939 Ti=-1 Pi=0.587735
24 Fi=0.657839 Di=0.953723 Ti=-1 Pi=0.59282
25 Fi=0.655249 Di=0.953687 Ti=-1 Pi=0.593763
26 Fi=0.637339 Di=0.960298 Ti=-1 Pi=0.602086
27 Fi=0.616218 Di=0.954595 Ti=-1 Pi=0.608714
28 Fi=0.614832 Di=0.95623 Ti=-1 Pi=0.609657
29 Fi=0.61195 Di=0.959281 Ti=-1 Pi=0.611532
30 Fi=0.606405 Di=0.956556 Ti=-1 Pi=0.613017
Layer 2    pos=27530 neg=16778
31 Fi=0.600824 Di=0.956012 Ti=-1 Pi=0.615074
32 Fi=0.6075 Di=0.954704 Ti=-1 Pi=0.612129
33 Fi=0.607792 Di=0.950926 Ti=-1 Pi=0.611074
34 Fi=0.607427 Di=0.954813 Ti=-1 Pi=0.612185
35 Fi=0.606223 Di=0.954922 Ti=-1 Pi=0.612683
36 Fi=0.608558 Di=0.958155 Ti=-1 Pi=0.612573
37 Fi=0.607755 Di=0.956157 Ti=-1 Pi=0.612391
38 Fi=0.606916 Di=0.954813 Ti=-1 Pi=0.612385
39 Fi=0.585285 Di=0.949037 Ti=-1 Pi=0.619534
40 Fi=0.592653 Di=0.95405 Ti=-1 Pi=0.617826
41 Fi=0.595936 Di=0.954377 Ti=-1 Pi=0.616601
42 Fi=0.59725 Di=0.955467 Ti=-1 Pi=0.616351
43 Fi=0.599876 Di=0.957392 Ti=-1 Pi=0.615789
44 Fi=0.587656 Di=0.955394 Ti=-1 Pi=0.620155
45 Fi=0.592362 Di=0.958554 Ti=-1 Pi=0.619053
46 Fi=0.567557 Di=0.953505 Ti=-1 Pi=0.627855
47 Fi=0.56369 Di=0.951362 Ti=-1 Pi=0.628926
48 Fi=0.563836 Di=0.947693 Ti=-1 Pi=0.627964
49 Fi=0.568177 Di=0.953069 Ti=-1 Pi=0.627493
50 Fi=0.547239 Di=0.949183 Ti=-1 Pi=0.635281
51 Fi=0.557635 Di=0.949691 Ti=-1 Pi=0.631034
52 Fi=0.559313 Di=0.947948 Ti=-1 Pi=0.629906
53 Fi=0.544175 Di=0.949328 Ti=-1 Pi=0.636616
54 Fi=0.536587 Di=0.949546 Ti=-1 Pi=0.639911
55 Fi=0.527249 Di=0.947512 Ti=-1 Pi=0.643454
56 Fi=0.527395 Di=0.94802 Ti=-1 Pi=0.643514
57 Fi=0.522288 Di=0.946313 Ti=-1 Pi=0.645331
58 Fi=0.512402 Di=0.94486 Ti=-1 Pi=0.649342
59 Fi=0.510797 Di=0.94526 Ti=-1 Pi=0.650152
60 Fi=0.509302 Di=0.943661 Ti=-1 Pi=0.650434
61 Fi=0.498796 Di=0.944206 Ti=-1 Pi=0.655289
