Strong Text    Ftarget:0.005 f=0.57 d:0.87
Layer 1    pos=27530 neg=27414
1 Fi=0.884293 Di=0.884453 Ti=-1 Pi=0.501101
2 Fi=0.899467 Di=0.916164 Ti=-1 Pi=0.505654
3 Fi=0.905231 Di=0.905521 Ti=-1 Pi=0.501136
4 Fi=0.913803 Di=0.917581 Ti=-1 Pi=0.502087
5 Fi=0.828518 Di=0.929277 Ti=-1 Pi=0.529713
6 Fi=0.837419 Di=0.930004 Ti=-1 Pi=0.527245
7 Fi=0.841504 Di=0.937559 Ti=-1 Pi=0.528048
8 Fi=0.848508 Di=0.95336 Ti=-1 Pi=0.530147
9 Fi=0.856934 Di=0.939121 Ti=-1 Pi=0.523933
10 Fi=0.800795 Di=0.938104 Ti=-1 Pi=0.54053
11 Fi=0.810316 Di=0.95623 Ti=-1 Pi=0.542347
12 Fi=0.732618 Di=0.926952 Ti=-1 Pi=0.55959
13 Fi=0.746954 Di=0.938431 Ti=-1 Pi=0.557847
14 Fi=0.756365 Di=0.957065 Ti=-1 Pi=0.559608
15 Fi=0.767236 Di=0.960298 Ti=-1 Pi=0.55692
16 Fi=0.75538 Di=0.953287 Ti=-1 Pi=0.558954
17 Fi=0.705224 Di=0.950708 Ti=-1 Pi=0.575155
18 Fi=0.684067 Di=0.946204 Ti=-1 Pi=0.581425
19 Fi=0.678777 Di=0.954486 Ti=-1 Pi=0.585429
20 Fi=0.687313 Di=0.949546 Ti=-1 Pi=0.581131
21 Fi=0.684942 Di=0.960915 Ti=-1 Pi=0.584864
22 Fi=0.649522 Di=0.946894 Ti=-1 Pi=0.594156
23 Fi=0.676187 Di=0.955721 Ti=-1 Pi=0.586671
24 Fi=0.65886 Di=0.957101 Ti=-1 Pi=0.593299
25 Fi=0.656781 Di=0.960116 Ti=-1 Pi=0.59482
26 Fi=0.641205 Di=0.955394 Ti=-1 Pi=0.599407
27 Fi=0.615926 Di=0.95445 Ti=-1 Pi=0.60879
28 Fi=0.61589 Di=0.955794 Ti=-1 Pi=0.60914
29 Fi=0.612461 Di=0.955757 Ti=-1 Pi=0.610459
30 Fi=0.60677 Di=0.95939 Ti=-1 Pi=0.613576
31 Fi=0.598928 Di=0.955067 Ti=-1 Pi=0.615588
32 Fi=0.591596 Di=0.957937 Ti=-1 Pi=0.619206
33 Fi=0.610673 Di=0.957937 Ti=-1 Pi=0.611695
34 Fi=0.59517 Di=0.957755 Ti=-1 Pi=0.61774
35 Fi=0.587291 Di=0.956956 Ti=-1 Pi=0.620686
36 Fi=0.587291 Di=0.957138 Ti=-1 Pi=0.62073
37 Fi=0.583497 Di=0.959898 Ti=-1 Pi=0.622931
38 Fi=0.581674 Di=0.955866 Ti=-1 Pi=0.622678
39 Fi=0.57653 Di=0.958118 Ti=-1 Pi=0.625314
40 Fi=0.576822 Di=0.957065 Ti=-1 Pi=0.624938
41 Fi=0.572226 Di=0.956375 Ti=-1 Pi=0.626642
42 Fi=0.565295 Di=0.959462 Ti=-1 Pi=0.63024
Layer 2    pos=27530 neg=15577
43 Fi=0.564675 Di=0.955212 Ti=-1 Pi=0.629461
44 Fi=0.5638 Di=0.95405 Ti=-1 Pi=0.629539
45 Fi=0.565514 Di=0.95543 Ti=-1 Pi=0.629168
46 Fi=0.565149 Di=0.957864 Ti=-1 Pi=0.629912
47 Fi=0.563179 Di=0.956702 Ti=-1 Pi=0.630443
48 Fi=0.562997 Di=0.956302 Ti=-1 Pi=0.630421
49 Fi=0.565514 Di=0.958445 Ti=-1 Pi=0.629903
50 Fi=0.564967 Di=0.958445 Ti=-1 Pi=0.630128
51 Fi=0.545342 Di=0.951653 Ti=-1 Pi=0.636686
52 Fi=0.551069 Di=0.955249 Ti=-1 Pi=0.635141
53 Fi=0.552929 Di=0.956629 Ti=-1 Pi=0.634694
54 Fi=0.555081 Di=0.958082 Ti=-1 Pi=0.634145
55 Fi=0.555629 Di=0.959244 Ti=-1 Pi=0.634198
56 Fi=0.55541 Di=0.959426 Ti=-1 Pi=0.634333
57 Fi=0.549135 Di=0.953723 Ti=-1 Pi=0.635585
58 Fi=0.549902 Di=0.957247 Ti=-1 Pi=0.636116
59 Fi=0.526702 Di=0.952779 Ti=-1 Pi=0.644963
60 Fi=0.50704 Di=0.94951 Ti=-1 Pi=0.652847
61 Fi=0.506019 Di=0.948456 Ti=-1 Pi=0.653053
62 Fi=0.508937 Di=0.948856 Ti=-1 Pi=0.651844
63 Fi=0.524951 Di=0.950926 Ti=-1 Pi=0.64528
64 Fi=0.513789 Di=0.951035 Ti=-1 Pi=0.65021
65 Fi=0.512512 Di=0.949183 Ti=-1 Pi=0.650332
66 Fi=0.510396 Di=0.94911 Ti=-1 Pi=0.651255
67 Fi=0.503028 Di=0.949219 Ti=-1 Pi=0.654576
68 Fi=0.500146 Di=0.949691 Ti=-1 Pi=0.655987
69 Fi=0.491975 Di=0.948892 Ti=-1 Pi=0.659505
70 Fi=0.486941 Di=0.94348 Ti=-1 Pi=0.660529
71 Fi=0.485336 Di=0.946386 Ti=-1 Pi=0.661958
72 Fi=0.47545 Di=0.943734 Ti=-1 Pi=0.665923
73 Fi=0.472058 Di=0.942681 Ti=-1 Pi=0.667267
74 Fi=0.484898 Di=0.946858 Ti=-1 Pi=0.662271
75 Fi=0.47939 Di=0.945369 Ti=-1 Pi=0.664471
76 Fi=0.476326 Di=0.945877 Ti=-1 Pi=0.666019
77 Fi=0.469614 Di=0.944134 Ti=-1 Pi=0.668759
78 Fi=0.465492 Di=0.944896 Ti=-1 Pi=0.670888
79 Fi=0.448566 Di=0.941518 Ti=-1 Pi=0.678232
