Strong Text    Ftarget:0.005 f=0.48 d:0.81
Layer 1    pos=27530 neg=27414
1 Fi=0.890093 Di=0.903523 Ti=-1 Pi=0.5048
2 Fi=0.896257 Di=0.879985 Ti=-1 Pi=0.496475
3 Fi=0.90213 Di=0.927715 Ti=-1 Pi=0.508046
4 Fi=0.926133 Di=0.921649 Ti=-1 Pi=0.499842
5 Fi=0.832932 Di=0.923029 Ti=-1 Pi=0.526707
6 Fi=0.84114 Di=0.926662 Ti=-1 Pi=0.525242
7 Fi=0.852812 Di=0.932801 Ti=-1 Pi=0.523451
8 Fi=0.840592 Di=0.944315 Ti=-1 Pi=0.530107
9 Fi=0.859524 Di=0.941918 Ti=-1 Pi=0.523922
10 Fi=0.796308 Di=0.939884 Ti=-1 Pi=0.542396
11 Fi=0.798534 Di=0.94624 Ti=-1 Pi=0.543376
12 Fi=0.731889 Di=0.933382 Ti=-1 Pi=0.561538
13 Fi=0.748814 Di=0.934181 Ti=-1 Pi=0.556113
14 Fi=0.750711 Di=0.943516 Ti=-1 Pi=0.557942
15 Fi=0.764427 Di=0.956084 Ti=-1 Pi=0.55674
16 Fi=0.754979 Di=0.954522 Ti=-1 Pi=0.559404
17 Fi=0.708324 Di=0.945332 Ti=-1 Pi=0.572695
18 Fi=0.683811 Di=0.954668 Ti=-1 Pi=0.583681
19 Fi=0.681367 Di=0.955721 Ti=-1 Pi=0.584819
20 Fi=0.686073 Di=0.950309 Ti=-1 Pi=0.581766
21 Fi=0.683155 Di=0.952161 Ti=-1 Pi=0.583276
22 Fi=0.653425 Di=0.949619 Ti=-1 Pi=0.593404
23 Fi=0.676917 Di=0.95623 Ti=-1 Pi=0.586538
24 Fi=0.65824 Di=0.950963 Ti=-1 Pi=0.591973
25 Fi=0.655286 Di=0.95692 Ti=-1 Pi=0.594565
26 Fi=0.639126 Di=0.956593 Ti=-1 Pi=0.600488
27 Fi=0.616109 Di=0.950781 Ti=-1 Pi=0.607802
28 Fi=0.614832 Di=0.954631 Ti=-1 Pi=0.609259
29 Fi=0.608667 Di=0.952307 Ti=-1 Pi=0.611076
30 Fi=0.606187 Di=0.954232 Ti=-1 Pi=0.612526
31 Fi=0.599438 Di=0.957283 Ti=-1 Pi=0.615935
32 Fi=0.588021 Di=0.950527 Ti=-1 Pi=0.618804
33 Fi=0.612242 Di=0.957937 Ti=-1 Pi=0.611085
34 Fi=0.596119 Di=0.960697 Ti=-1 Pi=0.618088
35 Fi=0.587802 Di=0.958118 Ti=-1 Pi=0.620767
36 Fi=0.587437 Di=0.958409 Ti=-1 Pi=0.620984
37 Fi=0.583279 Di=0.957646 Ti=-1 Pi=0.622468
38 Fi=0.581455 Di=0.958336 Ti=-1 Pi=0.623373
39 Fi=0.577041 Di=0.957683 Ti=-1 Pi=0.625
40 Fi=0.575545 Di=0.957501 Ti=-1 Pi=0.625564
41 Fi=0.571059 Di=0.960044 Ti=-1 Pi=0.628015
42 Fi=0.565003 Di=0.961242 Ti=-1 Pi=0.630792
43 Fi=0.560261 Di=0.960479 Ti=-1 Pi=0.632569
44 Fi=0.571277 Di=0.961061 Ti=-1 Pi=0.628173
45 Fi=0.56431 Di=0.959571 Ti=-1 Pi=0.630673
46 Fi=0.561319 Di=0.957973 Ti=-1 Pi=0.631522
47 Fi=0.559532 Di=0.958445 Ti=-1 Pi=0.632379
48 Fi=0.560115 Di=0.963567 Ti=-1 Pi=0.633375
49 Fi=0.55789 Di=0.963204 Ti=-1 Pi=0.634211
50 Fi=0.553914 Di=0.96146 Ti=-1 Pi=0.635449
51 Fi=0.554571 Di=0.959244 Ti=-1 Pi=0.63464
52 Fi=0.554096 Di=0.963058 Ti=-1 Pi=0.635758
53 Fi=0.545707 Di=0.962695 Ti=-1 Pi=0.639196
54 Fi=0.548771 Di=0.963276 Ti=-1 Pi=0.638043
55 Fi=0.544357 Di=0.961424 Ti=-1 Pi=0.639463
56 Fi=0.539797 Di=0.96255 Ti=-1 Pi=0.641669
57 Fi=0.535748 Di=0.962368 Ti=-1 Pi=0.643355
58 Fi=0.532757 Di=0.960625 Ti=-1 Pi=0.644223
59 Fi=0.530131 Di=0.961533 Ti=-1 Pi=0.645571
60 Fi=0.535566 Di=0.96324 Ti=-1 Pi=0.643641
61 Fi=0.533341 Di=0.962223 Ti=-1 Pi=0.644353
62 Fi=0.532392 Di=0.963422 Ti=-1 Pi=0.645046
63 Fi=0.527869 Di=0.963422 Ti=-1 Pi=0.646997
64 Fi=0.145765 Di=0.810897 Ti=0 Pi=0.848176
Layer 2    pos=27530 neg=3999
65 Fi=0.145838 Di=0.809154 Ti=-1 Pi=0.847834
66 Fi=0.145619 Di=0.8085 Ti=-1 Pi=0.847924
67 Fi=0.145765 Di=0.808028 Ti=-1 Pi=0.847719
68 Fi=0.145838 Di=0.808391 Ti=-1 Pi=0.847713
69 Fi=0.145583 Di=0.806357 Ti=-1 Pi=0.847614
70 Fi=0.145765 Di=0.808064 Ti=-1 Pi=0.847725
71 Fi=0.145765 Di=0.807628 Ti=-1 Pi=0.847655
72 Fi=0.145801 Di=0.8081 Ti=-1 Pi=0.847699
73 Fi=0.145801 Di=0.808463 Ti=-1 Pi=0.847757
74 Fi=0.145728 Di=0.8081 Ti=-1 Pi=0.847763
75 Fi=0.145291 Di=0.808899 Ti=-1 Pi=0.848278
76 Fi=0.145473 Di=0.806647 Ti=-1 Pi=0.847757
77 Fi=0.1454 Di=0.807919 Ti=-1 Pi=0.848025
78 Fi=0.145364 Di=0.806974 Ti=-1 Pi=0.847907
79 Fi=0.145181 Di=0.809299 Ti=-1 Pi=0.848439
80 Fi=0.143905 Di=0.807519 Ti=-1 Pi=0.849289
81 Fi=0.144014 Di=0.806902 Ti=-1 Pi=0.849094
82 Fi=0.143321 Di=0.806829 Ti=-1 Pi=0.8497
83 Fi=0.142664 Di=0.80672 Ti=-1 Pi=0.850268
84 Fi=0.142555 Di=0.807955 Ti=-1 Pi=0.85056
85 Fi=0.142445 Di=0.807446 Ti=-1 Pi=0.850578
86 Fi=0.141315 Di=0.807301 Ti=-1 Pi=0.851565
87 Fi=0.141205 Di=0.807265 Ti=-1 Pi=0.851657
88 Fi=0.141278 Di=0.807374 Ti=-1 Pi=0.851609
89 Fi=0.141169 Di=0.806829 Ti=-1 Pi=0.851622
90 Fi=0.14033 Di=0.807592 Ti=-1 Pi=0.852492
91 Fi=0.139783 Di=0.805776 Ti=-1 Pi=0.8527
92 Fi=0.139308 Di=0.805812 Ti=-1 Pi=0.853132
93 Fi=0.139308 Di=0.80672 Ti=-1 Pi=0.853273
94 Fi=0.138542 Di=0.807664 Ti=-1 Pi=0.854108
95 Fi=0.138287 Di=0.806684 Ti=-1 Pi=0.854187
96 Fi=0.137594 Di=0.805776 Ti=-1 Pi=0.854672
97 Fi=0.137156 Di=0.804867 Ti=-1 Pi=0.854927
98 Fi=0.136609 Di=0.804867 Ti=-1 Pi=0.855422
99 Fi=0.136244 Di=0.80534 Ti=-1 Pi=0.855825
100 Fi=0.135916 Di=0.805267 Ti=-1 Pi=0.856111
101 Fi=0.135807 Di=0.805558 Ti=-1 Pi=0.856255
102 Fi=0.135697 Di=0.805812 Ti=-1 Pi=0.856393
103 Fi=0.135332 Di=0.804468 Ti=-1 Pi=0.856519
104 Fi=0.134493 Di=0.80534 Ti=-1 Pi=0.857414
105 Fi=0.13453 Di=0.80534 Ti=-1 Pi=0.85738
106 Fi=0.133654 Di=0.804541 Ti=-1 Pi=0.858056
107 Fi=0.133581 Di=0.805376 Ti=-1 Pi=0.858249
108 Fi=0.132888 Di=0.804904 Ti=-1 Pi=0.858809
109 Fi=0.133217 Di=0.805558 Ti=-1 Pi=0.858609
110 Fi=0.133144 Di=0.805594 Ti=-1 Pi=0.858681
111 Fi=0.132596 Di=0.805013 Ti=-1 Pi=0.859092
112 Fi=0.13256 Di=0.80534 Ti=-1 Pi=0.859175
113 Fi=0.132086 Di=0.805376 Ti=-1 Pi=0.859613
114 Fi=0.131867 Di=0.804141 Ti=-1 Pi=0.859628
115 Fi=0.131612 Di=0.804649 Ti=-1 Pi=0.859938
116 Fi=0.131393 Di=0.804504 Ti=-1 Pi=0.860117
117 Fi=0.130846 Di=0.804541 Ti=-1 Pi=0.860623
118 Fi=0.130663 Di=0.80316 Ti=-1 Pi=0.860585
119 Fi=0.130481 Di=0.805412 Ti=-1 Pi=0.861087
120 Fi=0.130298 Di=0.804286 Ti=-1 Pi=0.861087
121 Fi=0.130116 Di=0.803923 Ti=-1 Pi=0.861201
122 Fi=0.129934 Di=0.803741 Ti=-1 Pi=0.861341
123 Fi=0.129678 Di=0.805158 Ti=-1 Pi=0.861786
124 Fi=0.129861 Di=0.805085 Ti=-1 Pi=0.861608
