Strong Text    Ftarget:0.15 f=0.55 d:0.91
Layer 1    pos=27530 neg=27414
1 Fi=0.878493 Di=0.918089 Ti=-6 Pi=0.512075
2 Fi=0.906216 Di=0.915837 Ti=-7 Pi=0.503696
3 Fi=0.912381 Di=0.923974 Ti=-1 Pi=0.504212
4 Fi=0.919494 Di=0.918162 Ti=-1 Pi=0.500693
5 Fi=0.829795 Di=0.910498 Ti=-1 Pi=0.52424
6 Fi=0.837638 Di=0.932474 Ti=-1 Pi=0.527841
7 Fi=0.834355 Di=0.934653 Ti=-1 Pi=0.529401
8 Fi=0.841213 Di=0.921068 Ti=-1 Pi=0.52371
9 Fi=0.85522 Di=0.949909 Ti=-1 Pi=0.52728
10 Fi=0.792916 Di=0.934435 Ti=-1 Pi=0.542013
11 Fi=0.801488 Di=0.94802 Ti=-1 Pi=0.542926
12 Fi=0.728715 Di=0.926916 Ti=-1 Pi=0.560897
13 Fi=0.742905 Di=0.945332 Ti=-1 Pi=0.560992
14 Fi=0.747428 Di=0.944352 Ti=-1 Pi=0.559241
15 Fi=0.760524 Di=0.946894 Ti=-1 Pi=0.555619
16 Fi=0.754432 Di=0.95445 Ti=-1 Pi=0.559564
17 Fi=0.699241 Di=0.948747 Ti=-1 Pi=0.576731
18 Fi=0.682607 Di=0.949219 Ti=-1 Pi=0.582718
19 Fi=0.674619 Di=0.943625 Ti=-1 Pi=0.584143
20 Fi=0.686985 Di=0.950854 Ti=-1 Pi=0.581582
21 Fi=0.678741 Di=0.952488 Ti=-1 Pi=0.584934
22 Fi=0.656781 Di=0.947657 Ti=-1 Pi=0.591668
23 Fi=0.674254 Di=0.952597 Ti=-1 Pi=0.586571
24 Fi=0.654556 Di=0.946495 Ti=-1 Pi=0.592191
25 Fi=0.654118 Di=0.958918 Ti=-1 Pi=0.595498
26 Fi=0.637484 Di=0.953505 Ti=-1 Pi=0.600329
27 Fi=0.616218 Di=0.956448 Ti=-1 Pi=0.609175
28 Fi=0.61527 Di=0.955285 Ti=-1 Pi=0.609253
29 Fi=0.608011 Di=0.952052 Ti=-1 Pi=0.611269
30 Fi=0.607208 Di=0.957465 Ti=-1 Pi=0.612929
31 Fi=0.598125 Di=0.953033 Ti=-1 Pi=0.615401
32 Fi=0.590282 Di=0.955939 Ti=-1 Pi=0.619238
33 Fi=0.611403 Di=0.959426 Ti=-1 Pi=0.61178
34 Fi=0.595389 Di=0.961823 Ti=-1 Pi=0.618654
35 Fi=0.587984 Di=0.960153 Ti=-1 Pi=0.621193
36 Fi=0.586635 Di=0.952198 Ti=-1 Pi=0.619775
37 Fi=0.582768 Di=0.958155 Ti=-1 Pi=0.622798
38 Fi=0.581491 Di=0.958554 Ti=-1 Pi=0.623411
39 Fi=0.576384 Di=0.95267 Ti=-1 Pi=0.624036
40 Fi=0.57653 Di=0.958409 Ti=-1 Pi=0.625385
41 Fi=0.572882 Di=0.959608 Ti=-1 Pi=0.627163
42 Fi=0.564675 Di=0.958518 Ti=-1 Pi=0.630267
43 Fi=0.560115 Di=0.958264 Ti=-1 Pi=0.632092
44 Fi=0.571861 Di=0.958336 Ti=-1 Pi=0.627271
45 Fi=0.563909 Di=0.961351 Ti=-1 Pi=0.63127
46 Fi=0.561428 Di=0.958409 Ti=-1 Pi=0.631583
47 Fi=0.558766 Di=0.960153 Ti=-1 Pi=0.633111
48 Fi=0.559203 Di=0.96186 Ti=-1 Pi=0.633341
49 Fi=0.557489 Di=0.961242 Ti=-1 Pi=0.633905
50 Fi=0.553805 Di=0.960625 Ti=-1 Pi=0.635294
51 Fi=0.554571 Di=0.962623 Ti=-1 Pi=0.635455
52 Fi=0.553549 Di=0.960007 Ti=-1 Pi=0.635251
53 Fi=0.545451 Di=0.958736 Ti=-1 Pi=0.638353
Layer 2    pos=27530 neg=15034
54 Fi=0.545488 Di=0.960371 Ti=-1 Pi=0.638731
55 Fi=0.54505 Di=0.958482 Ti=-1 Pi=0.638462
56 Fi=0.544466 Di=0.959571 Ti=-1 Pi=0.638972
57 Fi=0.545925 Di=0.957719 Ti=-1 Pi=0.637908
58 Fi=0.545378 Di=0.9583 Ti=-1 Pi=0.638279
59 Fi=0.546217 Di=0.956774 Ti=-1 Pi=0.637556
60 Fi=0.54567 Di=0.960116 Ti=-1 Pi=0.638593
