Strong Text    Ftarget:0.15 f=0.55 d:0.89
Layer 1    pos=27530 neg=27414
1 Fi=0.883709 Di=0.90781 Ti=-2.5 Pi=0.507782
2 Fi=0.891114 Di=0.895387 Ti=-6 Pi=0.502251
3 Fi=0.905888 Di=0.904032 Ti=-1 Pi=0.500543
4 Fi=0.904137 Di=0.925282 Ti=-1 Pi=0.506835
5 Fi=0.825527 Di=0.903451 Ti=-1 Pi=0.523588
6 Fi=0.831692 Di=0.922666 Ti=-1 Pi=0.526981
7 Fi=0.845626 Di=0.940174 Ti=-1 Pi=0.527525
8 Fi=0.846794 Di=0.93785 Ti=-1 Pi=0.526564
9 Fi=0.859305 Di=0.941664 Ti=-1 Pi=0.523918
10 Fi=0.795761 Di=0.944061 Ti=-1 Pi=0.543667
11 Fi=0.799482 Di=0.942499 Ti=-1 Pi=0.542098
12 Fi=0.73105 Di=0.928623 Ti=-1 Pi=0.560562
13 Fi=0.746079 Di=0.932437 Ti=-1 Pi=0.556555
14 Fi=0.749653 Di=0.953396 Ti=-1 Pi=0.560857
15 Fi=0.760706 Di=0.944715 Ti=-1 Pi=0.554991
16 Fi=0.757788 Di=0.956375 Ti=-1 Pi=0.558967
17 Fi=0.705224 Di=0.945841 Ti=-1 Pi=0.5739
18 Fi=0.679106 Di=0.946277 Ti=-1 Pi=0.583214
19 Fi=0.679872 Di=0.949764 Ti=-1 Pi=0.583834
20 Fi=0.685927 Di=0.954268 Ti=-1 Pi=0.582829
21 Fi=0.681841 Di=0.95761 Ti=-1 Pi=0.585129
22 Fi=0.654702 Di=0.952161 Ti=-1 Pi=0.593578
23 Fi=0.676187 Di=0.956484 Ti=-1 Pi=0.586864
24 Fi=0.655213 Di=0.953832 Ti=-1 Pi=0.593813
25 Fi=0.657182 Di=0.958118 Ti=-1 Pi=0.59417
26 Fi=0.639892 Di=0.955794 Ti=-1 Pi=0.6
27 Fi=0.614868 Di=0.952452 Ti=-1 Pi=0.608701
28 Fi=0.615488 Di=0.958046 Ti=-1 Pi=0.609855
29 Fi=0.612169 Di=0.955903 Ti=-1 Pi=0.610608
30 Fi=0.606114 Di=0.955539 Ti=-1 Pi=0.612879
31 Fi=0.599329 Di=0.958809 Ti=-1 Pi=0.616355
32 Fi=0.590027 Di=0.958772 Ti=-1 Pi=0.620038
33 Fi=0.611476 Di=0.96146 Ti=-1 Pi=0.612255
34 Fi=0.594258 Di=0.954922 Ti=-1 Pi=0.617403
35 Fi=0.58875 Di=0.9579 Ti=-1 Pi=0.620334
36 Fi=0.588349 Di=0.959535 Ti=-1 Pi=0.620896
37 Fi=0.582476 Di=0.956157 Ti=-1 Pi=0.622426
38 Fi=0.58244 Di=0.960988 Ti=-1 Pi=0.623624
39 Fi=0.577625 Di=0.959717 Ti=-1 Pi=0.62526
40 Fi=0.574889 Di=0.956593 Ti=-1 Pi=0.625609
41 Fi=0.570584 Di=0.957646 Ti=-1 Pi=0.627625
42 Fi=0.564237 Di=0.958046 Ti=-1 Pi=0.630332
43 Fi=0.56048 Di=0.958554 Ti=-1 Pi=0.632011
44 Fi=0.571606 Di=0.961569 Ti=-1 Pi=0.628162
45 Fi=0.564748 Di=0.960697 Ti=-1 Pi=0.630766
46 Fi=0.561538 Di=0.962187 Ti=-1 Pi=0.632452
47 Fi=0.559969 Di=0.96255 Ti=-1 Pi=0.63319
