Strong Text    Ftarget:0.15 f=0.55 d:0.86
Layer 1    pos=27530 neg=27414
1 Fi=0.907383 Di=0.889393 Ti=-1 Pi=0.496049
2 Fi=0.916612 Di=0.911805 Ti=-1 Pi=0.499741
3 Fi=0.923579 Di=0.917835 Ti=-1 Pi=0.499496
4 Fi=0.933136 Di=0.922412 Ti=-1 Pi=0.498166
5 Fi=0.837492 Di=0.923538 Ti=-1 Pi=0.525484
6 Fi=0.851572 Di=0.929858 Ti=-1 Pi=0.523026
7 Fi=0.851244 Di=0.93389 Ti=-1 Pi=0.524202
8 Fi=0.855621 Di=0.946713 Ti=-1 Pi=0.526323
9 Fi=0.852739 Di=0.940029 Ti=-1 Pi=0.525398
10 Fi=0.799482 Di=0.942753 Ti=-1 Pi=0.542165
11 Fi=0.803203 Di=0.939521 Ti=-1 Pi=0.54016
12 Fi=0.72339 Di=0.925645 Ti=-1 Pi=0.562365
13 Fi=0.748486 Di=0.938503 Ti=-1 Pi=0.55736
14 Fi=0.752572 Di=0.94664 Ti=-1 Pi=0.558147
15 Fi=0.766543 Di=0.961024 Ti=-1 Pi=0.55733
16 Fi=0.753046 Di=0.947475 Ti=-1 Pi=0.558209
17 Fi=0.708251 Di=0.951616 Ti=-1 Pi=0.574341
18 Fi=0.680346 Di=0.948202 Ti=-1 Pi=0.583264
19 Fi=0.681331 Di=0.951616 Ti=-1 Pi=0.583786
20 Fi=0.687641 Di=0.95129 Ti=-1 Pi=0.581461
21 Fi=0.683775 Di=0.95227 Ti=-1 Pi=0.583083
22 Fi=0.654665 Di=0.955467 Ti=-1 Pi=0.594427
23 Fi=0.676807 Di=0.960153 Ti=-1 Pi=0.58757
24 Fi=0.658058 Di=0.961497 Ti=-1 Pi=0.594698
25 Fi=0.65565 Di=0.958881 Ti=-1 Pi=0.594925
26 Fi=0.637886 Di=0.958336 Ti=-1 Pi=0.60139
27 Fi=0.61848 Di=0.954486 Ti=-1 Pi=0.607814
28 Fi=0.615926 Di=0.958118 Ti=-1 Pi=0.609704
29 Fi=0.61133 Di=0.958954 Ti=-1 Pi=0.611692
30 Fi=0.606333 Di=0.959063 Ti=-1 Pi=0.613666
31 Fi=0.598271 Di=0.960116 Ti=-1 Pi=0.617094
32 Fi=0.589808 Di=0.957356 Ti=-1 Pi=0.619777
33 Fi=0.611257 Di=0.95721 Ti=-1 Pi=0.611288
34 Fi=0.595061 Di=0.95761 Ti=-1 Pi=0.617748
35 Fi=0.588787 Di=0.960153 Ti=-1 Pi=0.620872
36 Fi=0.588167 Di=0.960552 Ti=-1 Pi=0.621218
37 Fi=0.584373 Di=0.959172 Ti=-1 Pi=0.622401
38 Fi=0.58306 Di=0.957465 Ti=-1 Pi=0.622511
39 Fi=0.577698 Di=0.959826 Ti=-1 Pi=0.625257
40 Fi=0.576859 Di=0.960843 Ti=-1 Pi=0.625846
41 Fi=0.571825 Di=0.956121 Ti=-1 Pi=0.626744
42 Fi=0.564675 Di=0.953687 Ti=-1 Pi=0.629088
43 Fi=0.560699 Di=0.959135 Ti=-1 Pi=0.632061
44 Fi=0.570986 Di=0.960225 Ti=-1 Pi=0.628089
