Strong Text    Ftarget:0.005 f=0.52 d:0.87
Layer 1    pos=27530 neg=27414
1 Fi=0.895893 Di=0.873447 Ti=-2 Pi=0.494713
2 Fi=0.908696 Di=0.889902 Ti=-1 Pi=0.495831
3 Fi=0.916831 Di=0.901671 Ti=-1 Pi=0.496887
4 Fi=0.929014 Di=0.929059 Ti=-1 Pi=0.501068
5 Fi=0.840556 Di=0.921213 Ti=-1 Pi=0.523944
6 Fi=0.846867 Di=0.934363 Ti=-1 Pi=0.525614
7 Fi=0.853433 Di=0.926989 Ti=-1 Pi=0.521711
8 Fi=0.862917 Di=0.948384 Ti=-1 Pi=0.524646
9 Fi=0.857153 Di=0.937995 Ti=-1 Pi=0.52357
10 Fi=0.798534 Di=0.935452 Ti=-1 Pi=0.54053
11 Fi=0.803568 Di=0.944243 Ti=-1 Pi=0.541292
12 Fi=0.735719 Di=0.938976 Ti=-1 Pi=0.561725
13 Fi=0.754396 Di=0.949292 Ti=-1 Pi=0.55824
14 Fi=0.758372 Di=0.957138 Ti=-1 Pi=0.558973
15 Fi=0.761764 Di=0.954886 Ti=-1 Pi=0.557292
16 Fi=0.755344 Di=0.95652 Ti=-1 Pi=0.5598
17 Fi=0.707959 Di=0.94239 Ti=-1 Pi=0.572059
18 Fi=0.684176 Di=0.954486 Ti=-1 Pi=0.583505
19 Fi=0.68155 Di=0.958009 Ti=-1 Pi=0.585334
20 Fi=0.687021 Di=0.952742 Ti=-1 Pi=0.582052
21 Fi=0.684614 Di=0.96077 Ti=-1 Pi=0.584944
22 Fi=0.655432 Di=0.951907 Ti=-1 Pi=0.593245
23 Fi=0.677209 Di=0.956121 Ti=-1 Pi=0.586406
24 Fi=0.65711 Di=0.957646 Ti=-1 Pi=0.594078
25 Fi=0.656015 Di=0.959099 Ti=-1 Pi=0.594845
26 Fi=0.637375 Di=0.954595 Ti=-1 Pi=0.600645
27 Fi=0.617166 Di=0.955503 Ti=-1 Pi=0.608574
28 Fi=0.61319 Di=0.952125 Ti=-1 Pi=0.60927
29 Fi=0.610673 Di=0.956012 Ti=-1 Pi=0.611217
30 Fi=0.60626 Di=0.952089 Ti=-1 Pi=0.611963
31 Fi=0.598928 Di=0.958554 Ti=-1 Pi=0.61645
32 Fi=0.590428 Di=0.958845 Ti=-1 Pi=0.619895
33 Fi=0.61206 Di=0.961751 Ti=-1 Pi=0.6121
34 Fi=0.595316 Di=0.958482 Ti=-1 Pi=0.617861
35 Fi=0.587838 Di=0.960407 Ti=-1 Pi=0.621314
36 Fi=0.587583 Di=0.957937 Ti=-1 Pi=0.62081
37 Fi=0.58295 Di=0.957465 Ti=-1 Pi=0.622556
38 Fi=0.582403 Di=0.960044 Ti=-1 Pi=0.623408
39 Fi=0.575801 Di=0.952779 Ti=-1 Pi=0.624301
40 Fi=0.576093 Di=0.959717 Ti=-1 Pi=0.625882
41 Fi=0.57281 Di=0.959971 Ti=-1 Pi=0.627282
42 Fi=0.564711 Di=0.960879 Ti=-1 Pi=0.630825
43 Fi=0.559422 Di=0.957392 Ti=-1 Pi=0.632168
44 Fi=0.571204 Di=0.962586 Ti=-1 Pi=0.628573
45 Fi=0.564675 Di=0.962405 Ti=-1 Pi=0.631209
46 Fi=0.561137 Di=0.958046 Ti=-1 Pi=0.631615
47 Fi=0.559568 Di=0.963095 Ti=-1 Pi=0.633488
48 Fi=0.55913 Di=0.961569 Ti=-1 Pi=0.633301
49 Fi=0.557635 Di=0.961896 Ti=-1 Pi=0.634002
50 Fi=0.554023 Di=0.964148 Ti=-1 Pi=0.63605
51 Fi=0.555519 Di=0.963349 Ti=-1 Pi=0.635234
52 Fi=0.554315 Di=0.962768 Ti=-1 Pi=0.635596
53 Fi=0.545378 Di=0.96393 Ti=-1 Pi=0.639631
54 Fi=0.547385 Di=0.962623 Ti=-1 Pi=0.638471
55 Fi=0.544758 Di=0.961678 Ti=-1 Pi=0.639354
