Strong Text    Ftarget:0.005 f=0.51 d:0.83
Layer 1    pos=27530 neg=27414
1 Fi=0.905778 Di=0.851181 Ti=-1 Pi=0.485517
2 Fi=0.922813 Di=0.914312 Ti=-1 Pi=0.498742
3 Fi=0.900197 Di=0.891682 Ti=-1 Pi=0.49868
4 Fi=0.942146 Di=0.934326 Ti=-1 Pi=0.498972
5 Fi=0.845043 Di=0.932001 Ti=-1 Pi=0.52552
6 Fi=0.842161 Di=0.935598 Ti=-1 Pi=0.527332
7 Fi=0.855147 Di=0.94308 Ti=-1 Pi=0.525503
8 Fi=0.859853 Di=0.941046 Ti=-1 Pi=0.523596
9 Fi=0.862078 Di=0.948384 Ti=-1 Pi=0.524888
10 Fi=0.80696 Di=0.943843 Ti=-1 Pi=0.540141
11 Fi=0.794156 Di=0.933418 Ti=-1 Pi=0.541354
12 Fi=0.736959 Di=0.944388 Ti=-1 Pi=0.562725
13 Fi=0.753557 Di=0.953069 Ti=-1 Pi=0.559493
14 Fi=0.753374 Di=0.943589 Ti=-1 Pi=0.557088
15 Fi=0.766616 Di=0.957283 Ti=-1 Pi=0.556344
16 Fi=0.758663 Di=0.958518 Ti=-1 Pi=0.559234
17 Fi=0.70723 Di=0.958373 Ti=-1 Pi=0.576422
18 Fi=0.680711 Di=0.936397 Ti=-1 Pi=0.580086
19 Fi=0.683301 Di=0.955975 Ti=-1 Pi=0.584195
20 Fi=0.687933 Di=0.952888 Ti=-1 Pi=0.581766
21 Fi=0.683848 Di=0.952452 Ti=-1 Pi=0.583104
22 Fi=0.654665 Di=0.954268 Ti=-1 Pi=0.594125
23 Fi=0.674218 Di=0.955794 Ti=-1 Pi=0.587396
24 Fi=0.658496 Di=0.959971 Ti=-1 Pi=0.594155
25 Fi=0.656781 Di=0.957247 Ti=-1 Pi=0.594098
26 Fi=0.639126 Di=0.956084 Ti=-1 Pi=0.60036
27 Fi=0.618334 Di=0.954159 Ti=-1 Pi=0.607788
28 Fi=0.616218 Di=0.953215 Ti=-1 Pi=0.608369
29 Fi=0.611622 Di=0.955104 Ti=-1 Pi=0.610622
30 Fi=0.606551 Di=0.95198 Ti=-1 Pi=0.611822
31 Fi=0.598928 Di=0.958009 Ti=-1 Pi=0.616316
32 Fi=0.58824 Di=0.953287 Ti=-1 Pi=0.619401
33 Fi=0.611658 Di=0.960262 Ti=-1 Pi=0.611888
34 Fi=0.592143 Di=0.957174 Ti=-1 Pi=0.6188
35 Fi=0.58824 Di=0.960552 Ti=-1 Pi=0.621189
36 Fi=0.587036 Di=0.959971 Ti=-1 Pi=0.621528
37 Fi=0.583497 Di=0.957537 Ti=-1 Pi=0.622353
38 Fi=0.58295 Di=0.960116 Ti=-1 Pi=0.623205
39 Fi=0.576494 Di=0.959935 Ti=-1 Pi=0.625773
40 Fi=0.57664 Di=0.955975 Ti=-1 Pi=0.624745
41 Fi=0.571423 Di=0.958046 Ti=-1 Pi=0.627379
42 Fi=0.565623 Di=0.960334 Ti=-1 Pi=0.630317
43 Fi=0.561064 Di=0.958736 Ti=-1 Pi=0.631813
44 Fi=0.571314 Di=0.962986 Ti=-1 Pi=0.628625
45 Fi=0.564711 Di=0.957719 Ti=-1 Pi=0.630057
46 Fi=0.560152 Di=0.957755 Ti=-1 Pi=0.631954
47 Fi=0.559203 Di=0.960407 Ti=-1 Pi=0.63299
48 Fi=0.55924 Di=0.959935 Ti=-1 Pi=0.632861
49 Fi=0.559313 Di=0.962695 Ti=-1 Pi=0.633497
50 Fi=0.553185 Di=0.960007 Ti=-1 Pi=0.635404
51 Fi=0.555446 Di=0.961024 Ti=-1 Pi=0.634704
52 Fi=0.553659 Di=0.96117 Ti=-1 Pi=0.635486
53 Fi=0.545524 Di=0.960189 Ti=-1 Pi=0.638672
54 Fi=0.547713 Di=0.961896 Ti=-1 Pi=0.638158
55 Fi=0.545561 Di=0.959862 Ti=-1 Pi=0.638578
56 Fi=0.539031 Di=0.960516 Ti=-1 Pi=0.641509
57 Fi=0.53542 Di=0.961279 Ti=-1 Pi=0.643236
58 Fi=0.531991 Di=0.960371 Ti=-1 Pi=0.644492
59 Fi=0.529438 Di=0.963095 Ti=-1 Pi=0.646242
