Strong Text    Ftarget:0.005 f=0.57 d:0.82
Layer 1    pos=27530 neg=27414
1 Fi=0.885971 Di=0.876462 Ti=-1 Pi=0.498358
2 Fi=0.884256 Di=0.90316 Ti=-1 Pi=0.506344
3 Fi=0.952944 Di=0.934254 Ti=-1 Pi=0.496104
4 Fi=0.929853 Di=0.915801 Ti=-1 Pi=0.497249
5 Fi=0.833187 Di=0.936796 Ti=-1 Pi=0.53032
6 Fi=0.858795 Di=0.929059 Ti=-1 Pi=0.520704
7 Fi=0.833114 Di=0.939666 Ti=-1 Pi=0.531104
8 Fi=0.86091 Di=0.940102 Ti=-1 Pi=0.523039
9 Fi=0.786861 Di=0.953905 Ti=-1 Pi=0.549026
10 Fi=0.79868 Di=0.944497 Ti=-1 Pi=0.542873
11 Fi=0.7993 Di=0.94348 Ti=-1 Pi=0.542413
12 Fi=0.729117 Di=0.933927 Ti=-1 Pi=0.562616
13 Fi=0.749179 Di=0.946349 Ti=-1 Pi=0.559185
14 Fi=0.752316 Di=0.946495 Ti=-1 Pi=0.558193
15 Fi=0.763077 Di=0.949619 Ti=-1 Pi=0.555501
16 Fi=0.75217 Di=0.952525 Ti=-1 Pi=0.559806
17 Fi=0.706719 Di=0.956774 Ti=-1 Pi=0.576191
18 Fi=0.682279 Di=0.952851 Ti=-1 Pi=0.583764
19 Fi=0.681513 Di=0.949219 Ti=-1 Pi=0.583108
20 Fi=0.683519 Di=0.95267 Ti=-1 Pi=0.583276
21 Fi=0.67958 Di=0.950745 Ti=-1 Pi=0.584189
22 Fi=0.654118 Di=0.948674 Ti=-1 Pi=0.592908
23 Fi=0.6744 Di=0.956556 Ti=-1 Pi=0.587524
24 Fi=0.654045 Di=0.951907 Ti=-1 Pi=0.593756
25 Fi=0.651674 Di=0.954014 Ti=-1 Pi=0.595164
26 Fi=0.636208 Di=0.958809 Ti=-1 Pi=0.60214
27 Fi=0.616218 Di=0.956593 Ti=-1 Pi=0.609212
28 Fi=0.612096 Di=0.948493 Ti=-1 Pi=0.608785
29 Fi=0.610236 Di=0.953433 Ti=-1 Pi=0.610745
30 Fi=0.606916 Di=0.960443 Ti=-1 Pi=0.613779
31 Fi=0.596885 Di=0.952488 Ti=-1 Pi=0.615757
32 Fi=0.590647 Di=0.955249 Ti=-1 Pi=0.618922
33 Fi=0.611841 Di=0.959644 Ti=-1 Pi=0.611664
34 Fi=0.593857 Di=0.955358 Ti=-1 Pi=0.61767
35 Fi=0.586817 Di=0.957755 Ti=-1 Pi=0.621072
36 Fi=0.587328 Di=0.959862 Ti=-1 Pi=0.621385
37 Fi=0.583716 Di=0.956629 Ti=-1 Pi=0.622042
38 Fi=0.581601 Di=0.954341 Ti=-1 Pi=0.622332
39 Fi=0.575801 Di=0.956339 Ti=-1 Pi=0.625175
40 Fi=0.576311 Di=0.95692 Ti=-1 Pi=0.62511
41 Fi=0.572043 Di=0.957646 Ti=-1 Pi=0.627028
42 Fi=0.564529 Di=0.959826 Ti=-1 Pi=0.630644
Layer 2    pos=27530 neg=15577
43 Fi=0.561611 Di=0.952379 Ti=-1 Pi=0.630037
44 Fi=0.564164 Di=0.958191 Ti=-1 Pi=0.630398
45 Fi=0.563763 Di=0.954086 Ti=-1 Pi=0.629563
46 Fi=0.563252 Di=0.955866 Ti=-1 Pi=0.630209
47 Fi=0.564055 Di=0.957973 Ti=-1 Pi=0.63039
48 Fi=0.564274 Di=0.958264 Ti=-1 Pi=0.63037
49 Fi=0.566244 Di=0.957719 Ti=-1 Pi=0.629425
50 Fi=0.565222 Di=0.958046 Ti=-1 Pi=0.629926
51 Fi=0.547129 Di=0.952706 Ti=-1 Pi=0.636185
52 Fi=0.553039 Di=0.956774 Ti=-1 Pi=0.634684
53 Fi=0.553221 Di=0.955321 Ti=-1 Pi=0.634255
