Strong Text    Ftarget:0.005 f=0.64 d:0.83
Layer 1    pos=27530 neg=27414
1 Fi=0.884585 Di=0.849946 Ti=-1 Pi=0.49107
2 Fi=0.918217 Di=0.899382 Ti=-1 Pi=0.495874
3 Fi=0.916648 Di=0.916382 Ti=-1 Pi=0.500983
4 Fi=0.911432 Di=0.896949 Ti=-1 Pi=0.497051
5 Fi=0.826658 Di=0.896222 Ti=-1 Pi=0.521242
6 Fi=0.832239 Di=0.903887 Ti=-1 Pi=0.521688
7 Fi=0.845298 Di=0.932764 Ti=-1 Pi=0.525649
8 Fi=0.851207 Di=0.932692 Ti=-1 Pi=0.523892
9 Fi=0.860035 Di=0.939702 Ti=-1 Pi=0.523186
10 Fi=0.796381 Di=0.9336 Ti=-1 Pi=0.540708
11 Fi=0.804407 Di=0.937232 Ti=-1 Pi=0.539182
12 Fi=0.725724 Di=0.923284 Ti=-1 Pi=0.560943
13 Fi=0.745714 Di=0.940065 Ti=-1 Pi=0.558686
14 Fi=0.752535 Di=0.95267 Ti=-1 Pi=0.559724
15 Fi=0.755745 Di=0.949183 Ti=-1 Pi=0.557771
16 Fi=0.758882 Di=0.95376 Ti=-1 Pi=0.557935
17 Fi=0.699278 Di=0.953723 Ti=-1 Pi=0.577995
18 Fi=0.682644 Di=0.94911 Ti=-1 Pi=0.582677
19 Fi=0.674291 Di=0.950672 Ti=-1 Pi=0.586067
20 Fi=0.688699 Di=0.958082 Ti=-1 Pi=0.582818
21 Fi=0.685307 Di=0.956012 Ti=-1 Pi=0.583492
22 Fi=0.65638 Di=0.950563 Ti=-1 Pi=0.592555
23 Fi=0.674254 Di=0.956847 Ti=-1 Pi=0.58765
24 Fi=0.657547 Di=0.957174 Ti=-1 Pi=0.593799
25 Fi=0.657401 Di=0.962841 Ti=-1 Pi=0.595275
26 Fi=0.639491 Di=0.957283 Ti=-1 Pi=0.600524
Layer 2    pos=27530 neg=17689
27 Fi=0.637886 Di=0.955212 Ti=-1 Pi=0.600608
28 Fi=0.636536 Di=0.954777 Ti=-1 Pi=0.601006
29 Fi=0.63712 Di=0.958373 Ti=-1 Pi=0.601688
30 Fi=0.639892 Di=0.95692 Ti=-1 Pi=0.600283
31 Fi=0.638798 Di=0.959462 Ti=-1 Pi=0.60133
32 Fi=0.637412 Di=0.95583 Ti=-1 Pi=0.600941
33 Fi=0.639929 Di=0.958445 Ti=-1 Pi=0.600651
34 Fi=0.636536 Di=0.961497 Ti=-1 Pi=0.602687
35 Fi=0.624717 Di=0.956375 Ti=-1 Pi=0.605891
