Strong Text    Ftarget:0.005 f=0.46 d:0.84
Layer 1    pos=27530 neg=27414
1 Fi=0.893412 Di=0.912931 Ti=-1 Pi=0.506458
2 Fi=0.90534 Di=0.894951 Ti=-1 Pi=0.49817
3 Fi=0.941745 Di=0.942463 Ti=-1 Pi=0.501246
4 Fi=0.929306 Di=0.92866 Ti=-1 Pi=0.500882
5 Fi=0.838732 Di=0.92717 Ti=-1 Pi=0.526093
6 Fi=0.844131 Di=0.919252 Ti=-1 Pi=0.522354
7 Fi=0.848508 Di=0.923792 Ti=-1 Pi=0.522293
8 Fi=0.854016 Di=0.932619 Ti=-1 Pi=0.523051
9 Fi=0.860181 Di=0.942281 Ti=-1 Pi=0.523828
10 Fi=0.792551 Di=0.934108 Ti=-1 Pi=0.54204
11 Fi=0.811884 Di=0.957101 Ti=-1 Pi=0.542094
12 Fi=0.733457 Di=0.942753 Ti=-1 Pi=0.56347
13 Fi=0.746808 Di=0.933127 Ti=-1 Pi=0.556497
14 Fi=0.754724 Di=0.945042 Ti=-1 Pi=0.557026
15 Fi=0.76647 Di=0.963603 Ti=-1 Pi=0.558014
16 Fi=0.754833 Di=0.954377 Ti=-1 Pi=0.559414
17 Fi=0.705041 Di=0.946785 Ti=-1 Pi=0.574207
18 Fi=0.677829 Di=0.938322 Ti=-1 Pi=0.581618
19 Fi=0.682097 Di=0.955031 Ti=-1 Pi=0.584384
20 Fi=0.688116 Di=0.955503 Ti=-1 Pi=0.582368
21 Fi=0.682425 Di=0.953069 Ti=-1 Pi=0.583767
22 Fi=0.653243 Di=0.945005 Ti=-1 Pi=0.592296
23 Fi=0.67637 Di=0.955249 Ti=-1 Pi=0.586485
24 Fi=0.658569 Di=0.959753 Ti=-1 Pi=0.594073
25 Fi=0.657474 Di=0.958591 Ti=-1 Pi=0.594182
26 Fi=0.638141 Di=0.956157 Ti=-1 Pi=0.600749
27 Fi=0.616875 Di=0.955467 Ti=-1 Pi=0.608678
28 Fi=0.615087 Di=0.954958 Ti=-1 Pi=0.609242
29 Fi=0.611075 Di=0.958118 Ti=-1 Pi=0.611584
30 Fi=0.606515 Di=0.95583 Ti=-1 Pi=0.612794
31 Fi=0.599839 Di=0.954813 Ti=-1 Pi=0.615165
32 Fi=0.589845 Di=0.956556 Ti=-1 Pi=0.619565
33 Fi=0.61133 Di=0.959281 Ti=-1 Pi=0.611773
34 Fi=0.594222 Di=0.956448 Ti=-1 Pi=0.617794
35 Fi=0.588568 Di=0.957392 Ti=-1 Pi=0.620281
36 Fi=0.586671 Di=0.960334 Ti=-1 Pi=0.621763
37 Fi=0.584118 Di=0.958482 Ti=-1 Pi=0.622335
38 Fi=0.582658 Di=0.956593 Ti=-1 Pi=0.622459
39 Fi=0.577223 Di=0.959535 Ti=-1 Pi=0.625379
40 Fi=0.576859 Di=0.959208 Ti=-1 Pi=0.625447
41 Fi=0.57208 Di=0.959789 Ti=-1 Pi=0.627535
42 Fi=0.56493 Di=0.957138 Ti=-1 Pi=0.629825
43 Fi=0.560334 Di=0.960988 Ti=-1 Pi=0.632661
44 Fi=0.571204 Di=0.964076 Ti=-1 Pi=0.628934
45 Fi=0.565003 Di=0.960479 Ti=-1 Pi=0.630607
46 Fi=0.560371 Di=0.961751 Ti=-1 Pi=0.632831
47 Fi=0.559933 Di=0.95761 Ti=-1 Pi=0.632009
48 Fi=0.559641 Di=0.960371 Ti=-1 Pi=0.6328
49 Fi=0.558328 Di=0.961388 Ti=-1 Pi=0.633591
50 Fi=0.554133 Di=0.96255 Ti=-1 Pi=0.63562
51 Fi=0.555008 Di=0.960552 Ti=-1 Pi=0.634773
52 Fi=0.553549 Di=0.960189 Ti=-1 Pi=0.635295
53 Fi=0.54578 Di=0.95968 Ti=-1 Pi=0.638442
54 Fi=0.548041 Di=0.963603 Ti=-1 Pi=0.638429
55 Fi=0.544175 Di=0.963349 Ti=-1 Pi=0.640001
56 Fi=0.538958 Di=0.960262 Ti=-1 Pi=0.641479
57 Fi=0.535529 Di=0.962187 Ti=-1 Pi=0.643405
58 Fi=0.532173 Di=0.960153 Ti=-1 Pi=0.644362
59 Fi=0.529219 Di=0.960879 Ti=-1 Pi=0.645809
60 Fi=0.535712 Di=0.962586 Ti=-1 Pi=0.643423
61 Fi=0.533377 Di=0.963349 Ti=-1 Pi=0.644605
62 Fi=0.531699 Di=0.963058 Ti=-1 Pi=0.645258
63 Fi=0.528015 Di=0.961932 Ti=-1 Pi=0.646581
64 Fi=0.524987 Di=0.963385 Ti=-1 Pi=0.648238
65 Fi=0.530422 Di=0.962259 Ti=-1 Pi=0.645618
66 Fi=0.536514 Di=0.963349 Ti=-1 Pi=0.643261
67 Fi=0.531772 Di=0.964875 Ti=-1 Pi=0.645658
68 Fi=0.529036 Di=0.966328 Ti=-1 Pi=0.64718
69 Fi=0.5232 Di=0.963422 Ti=-1 Pi=0.649024
70 Fi=0.51999 Di=0.963204 Ti=-1 Pi=0.650373
71 Fi=0.51481 Di=0.964693 Ti=-1 Pi=0.652996
72 Fi=0.516962 Di=0.96295 Ti=-1 Pi=0.65164
73 Fi=0.514555 Di=0.962223 Ti=-1 Pi=0.652527
74 Fi=0.510542 Di=0.960661 Ti=-1 Pi=0.653933
75 Fi=0.509448 Di=0.962659 Ti=-1 Pi=0.654888
76 Fi=0.512913 Di=0.964984 Ti=-1 Pi=0.6539
77 Fi=0.513752 Di=0.962986 Ti=-1 Pi=0.653061
78 Fi=0.510688 Di=0.964293 Ti=-1 Pi=0.654722
79 Fi=0.511819 Di=0.965601 Ti=-1 Pi=0.654528
80 Fi=0.509958 Di=0.96324 Ti=-1 Pi=0.654798
81 Fi=0.506639 Di=0.964947 Ti=-1 Pi=0.656672
82 Fi=0.505691 Di=0.963676 Ti=-1 Pi=0.656797
83 Fi=0.504815 Di=0.964475 Ti=-1 Pi=0.657374
84 Fi=0.501496 Di=0.964185 Ti=-1 Pi=0.658791
85 Fi=0.506238 Di=0.965674 Ti=-1 Pi=0.65702
86 Fi=0.50445 Di=0.965637 Ti=-1 Pi=0.657808
87 Fi=0.505216 Di=0.966509 Ti=-1 Pi=0.65767
88 Fi=0.50394 Di=0.966255 Ti=-1 Pi=0.65818
89 Fi=0.502626 Di=0.964911 Ti=-1 Pi=0.658454
90 Fi=0.503611 Di=0.965928 Ti=-1 Pi=0.65825
91 Fi=0.500948 Di=0.964076 Ti=-1 Pi=0.659011
92 Fi=0.498504 Di=0.964729 Ti=-1 Pi=0.660261
93 Fi=0.497301 Di=0.964112 Ti=-1 Pi=0.66066
94 Fi=0.495586 Di=0.96542 Ti=-1 Pi=0.661737
95 Fi=0.494966 Di=0.965056 Ti=-1 Pi=0.661933
96 Fi=0.498395 Di=0.96611 Ti=-1 Pi=0.660631
97 Fi=0.495039 Di=0.967163 Ti=-1 Pi=0.662388
98 Fi=0.492084 Di=0.96542 Ti=-1 Pi=0.663322
99 Fi=0.490625 Di=0.964402 Ti=-1 Pi=0.66375
100 Fi=0.490917 Di=0.965928 Ti=-1 Pi=0.66397
101 Fi=0.488473 Di=0.965347 Ti=-1 Pi=0.664949
102 Fi=0.487087 Di=0.965056 Ti=-1 Pi=0.665514
103 Fi=0.486357 Di=0.965892 Ti=-1 Pi=0.66604
104 Fi=0.485263 Di=0.965674 Ti=-1 Pi=0.666491
105 Fi=0.483403 Di=0.965202 Ti=-1 Pi=0.667236
106 Fi=0.481178 Di=0.965311 Ti=-1 Pi=0.668284
107 Fi=0.48001 Di=0.964729 Ti=-1 Pi=0.668689
108 Fi=0.484789 Di=0.963603 Ti=-1 Pi=0.666231
109 Fi=0.480667 Di=0.964039 Ti=-1 Pi=0.668228
110 Fi=0.486248 Di=0.965928 Ti=-1 Pi=0.666099
111 Fi=0.485081 Di=0.966291 Ti=-1 Pi=0.666717
112 Fi=0.485956 Di=0.965601 Ti=-1 Pi=0.666157
113 Fi=0.483694 Di=0.967236 Ti=-1 Pi=0.667569
114 Fi=0.481688 Di=0.965783 Ti=-1 Pi=0.668158
115 Fi=0.477967 Di=0.96502 Ti=-1 Pi=0.6697
116 Fi=0.477056 Di=0.96542 Ti=-1 Pi=0.670214
117 Fi=0.474867 Di=0.966182 Ti=-1 Pi=0.671404
118 Fi=0.47545 Di=0.966437 Ti=-1 Pi=0.671191
119 Fi=0.474247 Di=0.964657 Ti=-1 Pi=0.671343
120 Fi=0.473335 Di=0.9664 Ti=-1 Pi=0.672166
121 Fi=0.469942 Di=0.966037 Ti=-1 Pi=0.673666
122 Fi=0.470088 Di=0.965456 Ti=-1 Pi=0.673466
123 Fi=0.471657 Di=0.965964 Ti=-1 Pi=0.672849
124 Fi=0.473554 Di=0.965056 Ti=-1 Pi=0.671757
125 Fi=0.132414 Di=0.840102 Ti=0 Pi=0.86434
Layer 2    pos=27530 neg=3632
126 Fi=0.132451 Di=0.837268 Ti=-1 Pi=0.863911
127 Fi=0.132487 Di=0.837123 Ti=-1 Pi=0.863858
128 Fi=0.132414 Di=0.836578 Ti=-1 Pi=0.863846
129 Fi=0.132414 Di=0.836433 Ti=-1 Pi=0.863826
130 Fi=0.132451 Di=0.838104 Ti=-1 Pi=0.864028
131 Fi=0.132378 Di=0.838576 Ti=-1 Pi=0.864159
132 Fi=0.132487 Di=0.83785 Ti=-1 Pi=0.86396
133 Fi=0.132414 Di=0.837559 Ti=-1 Pi=0.863984
134 Fi=0.132341 Di=0.837305 Ti=-1 Pi=0.864013
135 Fi=0.132414 Di=0.83705 Ti=-1 Pi=0.863912
136 Fi=0.132451 Di=0.836796 Ti=-1 Pi=0.863844
137 Fi=0.132378 Di=0.837595 Ti=-1 Pi=0.864021
138 Fi=0.132451 Di=0.836506 Ti=-1 Pi=0.863803
139 Fi=0.132378 Di=0.837377 Ti=-1 Pi=0.863991
140 Fi=0.132451 Di=0.837305 Ti=-1 Pi=0.863916
141 Fi=0.132378 Di=0.836433 Ti=-1 Pi=0.863858
142 Fi=0.132341 Di=0.836978 Ti=-1 Pi=0.863967
143 Fi=0.132086 Di=0.837886 Ti=-1 Pi=0.864321
144 Fi=0.132341 Di=0.837087 Ti=-1 Pi=0.863982
145 Fi=0.132305 Di=0.837305 Ti=-1 Pi=0.864045
146 Fi=0.132159 Di=0.837341 Ti=-1 Pi=0.86418
147 Fi=0.131429 Di=0.836978 Ti=-1 Pi=0.864778
148 Fi=0.131283 Di=0.83676 Ti=-1 Pi=0.864877
149 Fi=0.131283 Di=0.836651 Ti=-1 Pi=0.864862
150 Fi=0.130846 Di=0.83636 Ti=-1 Pi=0.865211
151 Fi=0.130882 Di=0.837305 Ti=-1 Pi=0.86531
152 Fi=0.130444 Di=0.835888 Ti=-1 Pi=0.865503
153 Fi=0.130481 Di=0.836506 Ti=-1 Pi=0.865557
154 Fi=0.129934 Di=0.835743 Ti=-1 Pi=0.865939
155 Fi=0.12997 Di=0.836833 Ti=-1 Pi=0.866058
156 Fi=0.129642 Di=0.834835 Ti=-1 Pi=0.866074
157 Fi=0.129386 Di=0.835452 Ti=-1 Pi=0.866388
158 Fi=0.129423 Di=0.836106 Ti=-1 Pi=0.866446
159 Fi=0.129131 Di=0.835779 Ti=-1 Pi=0.866662
160 Fi=0.128803 Di=0.836469 Ti=-1 Pi=0.867051
161 Fi=0.128511 Di=0.835997 Ti=-1 Pi=0.867247
162 Fi=0.128511 Di=0.835561 Ti=-1 Pi=0.867187
163 Fi=0.128402 Di=0.835852 Ti=-1 Pi=0.867325
164 Fi=0.128402 Di=0.836033 Ti=-1 Pi=0.86735
165 Fi=0.127891 Di=0.836033 Ti=-1 Pi=0.867808
166 Fi=0.127599 Di=0.835271 Ti=-1 Pi=0.867965
167 Fi=0.127453 Di=0.835561 Ti=-1 Pi=0.868136
168 Fi=0.127271 Di=0.835525 Ti=-1 Pi=0.868295
169 Fi=0.127088 Di=0.835489 Ti=-1 Pi=0.868454
170 Fi=0.126979 Di=0.833854 Ti=-1 Pi=0.868328
171 Fi=0.126505 Di=0.834399 Ti=-1 Pi=0.86883
172 Fi=0.126906 Di=0.835416 Ti=-1 Pi=0.868608
173 Fi=0.126395 Di=0.834145 Ti=-1 Pi=0.868894
174 Fi=0.125885 Di=0.83458 Ti=-1 Pi=0.869414
175 Fi=0.125702 Di=0.835089 Ti=-1 Pi=0.869647
176 Fi=0.125666 Di=0.834871 Ti=-1 Pi=0.869651
177 Fi=0.124973 Di=0.834508 Ti=-1 Pi=0.870227
178 Fi=0.12479 Di=0.834798 Ti=-1 Pi=0.870431
179 Fi=0.124425 Di=0.835452 Ti=-1 Pi=0.870849
180 Fi=0.124389 Di=0.835016 Ti=-1 Pi=0.870824
181 Fi=0.124462 Di=0.83498 Ti=-1 Pi=0.870753
182 Fi=0.124498 Di=0.834726 Ti=-1 Pi=0.870685
183 Fi=0.124425 Di=0.834471 Ti=-1 Pi=0.870717
184 Fi=0.124936 Di=0.834617 Ti=-1 Pi=0.870275
185 Fi=0.124535 Di=0.834617 Ti=-1 Pi=0.870638
186 Fi=0.125155 Di=0.834326 Ti=-1 Pi=0.870038
187 Fi=0.124973 Di=0.836179 Ti=-1 Pi=0.870453
188 Fi=0.12479 Di=0.834544 Ti=-1 Pi=0.870397
189 Fi=0.124535 Di=0.834944 Ti=-1 Pi=0.870682
190 Fi=0.124389 Di=0.834871 Ti=-1 Pi=0.870804
191 Fi=0.124024 Di=0.834072 Ti=-1 Pi=0.871026
192 Fi=0.123732 Di=0.833636 Ti=-1 Pi=0.871232
193 Fi=0.123514 Di=0.834145 Ti=-1 Pi=0.871499
194 Fi=0.123295 Di=0.8336 Ti=-1 Pi=0.871624
195 Fi=0.123003 Di=0.833672 Ti=-1 Pi=0.871899
196 Fi=0.122857 Di=0.834181 Ti=-1 Pi=0.8721
197 Fi=0.122784 Di=0.833927 Ti=-1 Pi=0.872132
198 Fi=0.122675 Di=0.833454 Ti=-1 Pi=0.872168
199 Fi=0.122748 Di=0.833563 Ti=-1 Pi=0.872116
200 Fi=0.122748 Di=0.833745 Ti=-1 Pi=0.872141
201 Fi=0.122273 Di=0.834072 Ti=-1 Pi=0.872615
202 Fi=0.122091 Di=0.834653 Ti=-1 Pi=0.872858
203 Fi=0.122018 Di=0.833709 Ti=-1 Pi=0.872799
204 Fi=0.122091 Di=0.833781 Ti=-1 Pi=0.872742
205 Fi=0.122018 Di=0.833563 Ti=-1 Pi=0.87278
206 Fi=0.121799 Di=0.833854 Ti=-1 Pi=0.873018
207 Fi=0.12169 Di=0.834617 Ti=-1 Pi=0.873219
208 Fi=0.121325 Di=0.834181 Ti=-1 Pi=0.873493
209 Fi=0.121142 Di=0.833963 Ti=-1 Pi=0.87363
210 Fi=0.120851 Di=0.833382 Ti=-1 Pi=0.873819
211 Fi=0.12107 Di=0.833818 Ti=-1 Pi=0.873677
212 Fi=0.120778 Di=0.834363 Ti=-1 Pi=0.874015
213 Fi=0.120449 Di=0.834072 Ti=-1 Pi=0.874277
214 Fi=0.120522 Di=0.834036 Ti=-1 Pi=0.874205
215 Fi=0.119866 Di=0.833527 Ti=-1 Pi=0.874738
216 Fi=0.119647 Di=0.834435 Ti=-1 Pi=0.875057
217 Fi=0.119866 Di=0.833055 Ti=-1 Pi=0.874676
218 Fi=0.119647 Di=0.8336 Ti=-1 Pi=0.874948
219 Fi=0.119428 Di=0.833055 Ti=-1 Pi=0.875076
220 Fi=0.119282 Di=0.833273 Ti=-1 Pi=0.875238
221 Fi=0.119246 Di=0.833636 Ti=-1 Pi=0.875319
222 Fi=0.119136 Di=0.833491 Ti=-1 Pi=0.875401
223 Fi=0.119136 Di=0.8332 Ti=-1 Pi=0.875363
224 Fi=0.119246 Di=0.833672 Ti=-1 Pi=0.875324
225 Fi=0.119246 Di=0.832728 Ti=-1 Pi=0.8752
226 Fi=0.119209 Di=0.833164 Ti=-1 Pi=0.875291
227 Fi=0.118881 Di=0.832292 Ti=-1 Pi=0.875478
228 Fi=0.118698 Di=0.833563 Ti=-1 Pi=0.875811
229 Fi=0.11848 Di=0.833091 Ti=-1 Pi=0.87595
230 Fi=0.118626 Di=0.832728 Ti=-1 Pi=0.875769
231 Fi=0.117714 Di=0.832873 Ti=-1 Pi=0.876625
232 Fi=0.117495 Di=0.833127 Ti=-1 Pi=0.876859
233 Fi=0.117458 Di=0.833672 Ti=-1 Pi=0.876963
234 Fi=0.117422 Di=0.833963 Ti=-1 Pi=0.877034
235 Fi=0.117166 Di=0.833127 Ti=-1 Pi=0.877161
236 Fi=0.117093 Di=0.832982 Ti=-1 Pi=0.877209
237 Fi=0.117021 Di=0.833491 Ti=-1 Pi=0.877342
238 Fi=0.117021 Di=0.833527 Ti=-1 Pi=0.877347
239 Fi=0.116984 Di=0.833672 Ti=-1 Pi=0.877399
240 Fi=0.117093 Di=0.833963 Ti=-1 Pi=0.877336
241 Fi=0.117166 Di=0.833345 Ti=-1 Pi=0.877189
242 Fi=0.117057 Di=0.833563 Ti=-1 Pi=0.877318
243 Fi=0.117093 Di=0.832728 Ti=-1 Pi=0.877176
244 Fi=0.116619 Di=0.832583 Ti=-1 Pi=0.877594
245 Fi=0.116948 Di=0.833309 Ti=-1 Pi=0.877386
246 Fi=0.116583 Di=0.832801 Ti=-1 Pi=0.877656
247 Fi=0.116583 Di=0.832328 Ti=-1 Pi=0.877595
248 Fi=0.116583 Di=0.832038 Ti=-1 Pi=0.877557
249 Fi=0.116765 Di=0.832801 Ti=-1 Pi=0.877488
250 Fi=0.116948 Di=0.832474 Ti=-1 Pi=0.877278
251 Fi=0.116583 Di=0.832292 Ti=-1 Pi=0.87759
252 Fi=0.116327 Di=0.83211 Ti=-1 Pi=0.877802
253 Fi=0.116036 Di=0.832219 Ti=-1 Pi=0.878085
254 Fi=0.116109 Di=0.832219 Ti=-1 Pi=0.878018
255 Fi=0.115817 Di=0.832437 Ti=-1 Pi=0.878315
256 Fi=0.115853 Di=0.831675 Ti=-1 Pi=0.878183
257 Fi=0.115707 Di=0.831493 Ti=-1 Pi=0.878295
258 Fi=0.115233 Di=0.831675 Ti=-1 Pi=0.878756
259 Fi=0.115343 Di=0.831892 Ti=-1 Pi=0.878683
260 Fi=0.115087 Di=0.831711 Ti=-1 Pi=0.878896
261 Fi=0.115197 Di=0.831239 Ti=-1 Pi=0.878734
262 Fi=0.115124 Di=0.831784 Ti=-1 Pi=0.878872
263 Fi=0.114941 Di=0.832365 Ti=-1 Pi=0.879115
