Strong Text    Ftarget:0.005 f=0.51 d:0.82
Layer 1    pos=27530 neg=27414
1 Fi=0.909681 Di=0.839484 Ti=-1 Pi=0.480988
2 Fi=0.93372 Di=0.858336 Ti=-1 Pi=0.480021
3 Fi=0.940031 Di=0.883509 Ti=-1 Pi=0.485557
4 Fi=0.936529 Di=0.919179 Ti=-1 Pi=0.496381
5 Fi=0.840921 Di=0.917 Ti=-1 Pi=0.522692
6 Fi=0.841979 Di=0.919143 Ti=-1 Pi=0.522961
7 Fi=0.858138 Di=0.922448 Ti=-1 Pi=0.519113
8 Fi=0.862005 Di=0.937087 Ti=-1 Pi=0.52192
9 Fi=0.864777 Di=0.945296 Ti=-1 Pi=0.523295
10 Fi=0.796527 Di=0.925972 Ti=-1 Pi=0.538624
11 Fi=0.803166 Di=0.944315 Ti=-1 Pi=0.541435
12 Fi=0.73229 Di=0.932038 Ti=-1 Pi=0.561049
13 Fi=0.744401 Di=0.934108 Ti=-1 Pi=0.557553
14 Fi=0.754432 Di=0.947403 Ti=-1 Pi=0.557737
15 Fi=0.759904 Di=0.946713 Ti=-1 Pi=0.555774
16 Fi=0.752134 Di=0.956121 Ti=-1 Pi=0.560746
17 Fi=0.702488 Di=0.958264 Ti=-1 Pi=0.578036
18 Fi=0.683082 Di=0.948384 Ti=-1 Pi=0.582335
19 Fi=0.677829 Di=0.9498 Ti=-1 Pi=0.584574
20 Fi=0.687568 Di=0.955285 Ti=-1 Pi=0.582506
21 Fi=0.681732 Di=0.951871 Ti=-1 Pi=0.583708
22 Fi=0.655541 Di=0.953723 Ti=-1 Pi=0.593665
23 Fi=0.675421 Di=0.958482 Ti=-1 Pi=0.587644
24 Fi=0.656635 Di=0.954958 Ti=-1 Pi=0.593574
25 Fi=0.656125 Di=0.956956 Ti=-1 Pi=0.594266
26 Fi=0.638178 Di=0.958627 Ti=-1 Pi=0.601354
27 Fi=0.617458 Di=0.956629 Ti=-1 Pi=0.608742
28 Fi=0.616036 Di=0.953469 Ti=-1 Pi=0.608503
29 Fi=0.609688 Di=0.951507 Ti=-1 Pi=0.610478
30 Fi=0.606187 Di=0.952997 Ti=-1 Pi=0.612218
31 Fi=0.597541 Di=0.959063 Ti=-1 Pi=0.617123
32 Fi=0.58948 Di=0.958009 Ti=-1 Pi=0.620069
33 Fi=0.611914 Di=0.963494 Ti=-1 Pi=0.612587
34 Fi=0.59517 Di=0.959244 Ti=-1 Pi=0.618107
35 Fi=0.58751 Di=0.961242 Ti=-1 Pi=0.62165
36 Fi=0.588094 Di=0.957973 Ti=-1 Pi=0.620614
37 Fi=0.582622 Di=0.958336 Ti=-1 Pi=0.622902
38 Fi=0.583425 Di=0.955031 Ti=-1 Pi=0.621766
39 Fi=0.57664 Di=0.959462 Ti=-1 Pi=0.625598
40 Fi=0.57602 Di=0.953469 Ti=-1 Pi=0.624382
41 Fi=0.571752 Di=0.959099 Ti=-1 Pi=0.627501
42 Fi=0.565222 Di=0.958409 Ti=-1 Pi=0.630014
43 Fi=0.559094 Di=0.957501 Ti=-1 Pi=0.632331
44 Fi=0.571606 Di=0.958409 Ti=-1 Pi=0.627393
45 Fi=0.564128 Di=0.957392 Ti=-1 Pi=0.630219
46 Fi=0.561283 Di=0.960443 Ti=-1 Pi=0.632136
47 Fi=0.558912 Di=0.961351 Ti=-1 Pi=0.63334
48 Fi=0.55913 Di=0.960116 Ti=-1 Pi=0.63295
49 Fi=0.55851 Di=0.959535 Ti=-1 Pi=0.633067
50 Fi=0.553732 Di=0.95968 Ti=-1 Pi=0.635096
51 Fi=0.555081 Di=0.961315 Ti=-1 Pi=0.634926
52 Fi=0.554242 Di=0.963058 Ti=-1 Pi=0.635697
53 Fi=0.545232 Di=0.963422 Ti=-1 Pi=0.639571
54 Fi=0.547166 Di=0.961714 Ti=-1 Pi=0.638345
55 Fi=0.545013 Di=0.963567 Ti=-1 Pi=0.639698
56 Fi=0.538593 Di=0.960189 Ti=-1 Pi=0.641618
57 Fi=0.53542 Di=0.959244 Ti=-1 Pi=0.642749
58 Fi=0.532137 Di=0.961714 Ti=-1 Pi=0.64475
59 Fi=0.529948 Di=0.959135 Ti=-1 Pi=0.645079
60 Fi=0.53666 Di=0.962187 Ti=-1 Pi=0.642921
61 Fi=0.532392 Di=0.961533 Ti=-1 Pi=0.644597
62 Fi=0.532648 Di=0.963785 Ti=-1 Pi=0.645022
63 Fi=0.527796 Di=0.961787 Ti=-1 Pi=0.646641
64 Fi=0.524513 Di=0.961388 Ti=-1 Pi=0.64797
65 Fi=0.530933 Di=0.962841 Ti=-1 Pi=0.645536
66 Fi=0.536842 Di=0.967018 Ti=-1 Pi=0.643992
67 Fi=0.532721 Di=0.962623 Ti=-1 Pi=0.644715
68 Fi=0.529073 Di=0.965129 Ti=-1 Pi=0.646881
69 Fi=0.524002 Di=0.96393 Ti=-1 Pi=0.648795
70 Fi=0.519661 Di=0.965129 Ti=-1 Pi=0.65097
71 Fi=0.514482 Di=0.962259 Ti=-1 Pi=0.652568
72 Fi=0.517655 Di=0.963531 Ti=-1 Pi=0.651472
73 Fi=0.514226 Di=0.964548 Ti=-1 Pi=0.653219
74 Fi=0.511053 Di=0.963821 Ti=-1 Pi=0.654449
75 Fi=0.141606 Di=0.820124 Ti=0 Pi=0.853288
Layer 2    pos=27530 neg=3885
76 Fi=0.141606 Di=0.817726 Ti=-1 Pi=0.852921
