Strong Text    Ftarget:0.15 f=0.55 d:0.85
Layer 1    pos=27530 neg=27414
1 Fi=0.866674 Di=0.925972 Ti=-1 Pi=0.517594
2 Fi=0.903006 Di=0.881003 Ti=-1 Pi=0.494889
3 Fi=0.916211 Di=0.906357 Ti=-1 Pi=0.498352
4 Fi=0.918655 Di=0.916854 Ti=-1 Pi=0.500565
5 Fi=0.825928 Di=0.915329 Ti=-1 Pi=0.526724
6 Fi=0.843328 Di=0.933309 Ti=-1 Pi=0.526376
7 Fi=0.847341 Di=0.925536 Ti=-1 Pi=0.523107
8 Fi=0.854162 Di=0.94032 Ti=-1 Pi=0.525059
9 Fi=0.863136 Di=0.937559 Ti=-1 Pi=0.521719
10 Fi=0.805902 Di=0.950418 Ti=-1 Pi=0.54219
11 Fi=0.808054 Di=0.949219 Ti=-1 Pi=0.541214
12 Fi=0.735062 Di=0.939884 Ti=-1 Pi=0.562182
13 Fi=0.741774 Di=0.943916 Ti=-1 Pi=0.560998
14 Fi=0.746006 Di=0.942027 Ti=-1 Pi=0.559103
15 Fi=0.763296 Di=0.946313 Ti=-1 Pi=0.554569
16 Fi=0.757131 Di=0.949691 Ti=-1 Pi=0.557451
17 Fi=0.70847 Di=0.954304 Ti=-1 Pi=0.574955
18 Fi=0.682972 Di=0.94377 Ti=-1 Pi=0.581188
19 Fi=0.68082 Di=0.95376 Ti=-1 Pi=0.584515
20 Fi=0.686729 Di=0.959135 Ti=-1 Pi=0.583781
21 Fi=0.682936 Di=0.953396 Ti=-1 Pi=0.583669
22 Fi=0.655869 Di=0.955067 Ti=-1 Pi=0.593883
23 Fi=0.675968 Di=0.961787 Ti=-1 Pi=0.588282
24 Fi=0.659262 Di=0.956084 Ti=-1 Pi=0.592895
25 Fi=0.654447 Di=0.95514 Ti=-1 Pi=0.594425
26 Fi=0.639965 Di=0.956048 Ti=-1 Pi=0.600036
27 Fi=0.618516 Di=0.955467 Ti=-1 Pi=0.608044
28 Fi=0.614613 Di=0.956084 Ti=-1 Pi=0.609706
29 Fi=0.612607 Di=0.955503 Ti=-1 Pi=0.610339
30 Fi=0.606953 Di=0.953215 Ti=-1 Pi=0.611973
31 Fi=0.600241 Di=0.957864 Ti=-1 Pi=0.615762
32 Fi=0.590136 Di=0.952161 Ti=-1 Pi=0.618362
33 Fi=0.611075 Di=0.95968 Ti=-1 Pi=0.611971
34 Fi=0.59579 Di=0.96008 Ti=-1 Pi=0.618067
35 Fi=0.587692 Di=0.957356 Ti=-1 Pi=0.620623
36 Fi=0.586963 Di=0.9587 Ti=-1 Pi=0.621246
37 Fi=0.584409 Di=0.95583 Ti=-1 Pi=0.621566
38 Fi=0.581856 Di=0.957537 Ti=-1 Pi=0.623015
39 Fi=0.577479 Di=0.955721 Ti=-1 Pi=0.624342
40 Fi=0.574925 Di=0.953106 Ti=-1 Pi=0.624738
41 Fi=0.572554 Di=0.958518 Ti=-1 Pi=0.627032
42 Fi=0.565295 Di=0.959281 Ti=-1 Pi=0.630196
43 Fi=0.560444 Di=0.956774 Ti=-1 Pi=0.631594
44 Fi=0.571314 Di=0.962913 Ti=-1 Pi=0.628607
45 Fi=0.564347 Di=0.961097 Ti=-1 Pi=0.631028
46 Fi=0.561903 Di=0.960625 Ti=-1 Pi=0.631924
47 Fi=0.559969 Di=0.961206 Ti=-1 Pi=0.632865
48 Fi=0.558073 Di=0.957574 Ti=-1 Pi=0.632774
49 Fi=0.558656 Di=0.963567 Ti=-1 Pi=0.63398
50 Fi=0.553257 Di=0.962368 Ti=-1 Pi=0.635942
51 Fi=0.553914 Di=0.95968 Ti=-1 Pi=0.63502
52 Fi=0.552528 Di=0.961714 Ti=-1 Pi=0.636091
53 Fi=0.545342 Di=0.959971 Ti=-1 Pi=0.638697
Layer 2    pos=27530 neg=15034
54 Fi=0.545378 Di=0.957792 Ti=-1 Pi=0.638157
55 Fi=0.544503 Di=0.958809 Ti=-1 Pi=0.638773
56 Fi=0.546035 Di=0.960588 Ti=-1 Pi=0.638552
57 Fi=0.545451 Di=0.959135 Ti=-1 Pi=0.63845
58 Fi=0.546217 Di=0.961569 Ti=-1 Pi=0.638711
59 Fi=0.545524 Di=0.959172 Ti=-1 Pi=0.638428
60 Fi=0.544065 Di=0.95968 Ti=-1 Pi=0.639168
61 Fi=0.545086 Di=0.958809 Ti=-1 Pi=0.638525
62 Fi=0.544977 Di=0.961133 Ti=-1 Pi=0.63913
63 Fi=0.530641 Di=0.955612 Ti=-1 Pi=0.643936
64 Fi=0.533815 Di=0.960334 Ti=-1 Pi=0.643699
65 Fi=0.5348 Di=0.956012 Ti=-1 Pi=0.64224
66 Fi=0.539578 Di=0.960734 Ti=-1 Pi=0.641328
67 Fi=0.538776 Di=0.959172 Ti=-1 Pi=0.641296
68 Fi=0.538849 Di=0.959753 Ti=-1 Pi=0.641404
69 Fi=0.515321 Di=0.955067 Ti=-1 Pi=0.650495
70 Fi=0.514919 Di=0.95445 Ti=-1 Pi=0.650525
71 Fi=0.509192 Di=0.955648 Ti=-1 Pi=0.653348
72 Fi=0.508901 Di=0.955212 Ti=-1 Pi=0.653374
73 Fi=0.510031 Di=0.956157 Ti=-1 Pi=0.653095
74 Fi=0.51087 Di=0.957392 Ti=-1 Pi=0.653015
75 Fi=0.511636 Di=0.956811 Ti=-1 Pi=0.652538
76 Fi=0.504231 Di=0.954195 Ti=-1 Pi=0.655218
77 Fi=0.500255 Di=0.951181 Ti=-1 Pi=0.656291
78 Fi=0.503137 Di=0.953178 Ti=-1 Pi=0.655468
79 Fi=0.501532 Di=0.952379 Ti=-1 Pi=0.656
80 Fi=0.494638 Di=0.951326 Ti=-1 Pi=0.658868
81 Fi=0.490479 Di=0.948892 Ti=-1 Pi=0.660189
82 Fi=0.483184 Di=0.950018 Ti=-1 Pi=0.663807
83 Fi=0.482089 Di=0.951507 Ti=-1 Pi=0.664662
84 Fi=0.473225 Di=0.949691 Ti=-1 Pi=0.668362
85 Fi=0.470708 Di=0.950163 Ti=-1 Pi=0.669653
86 Fi=0.460859 Di=0.947548 Ti=-1 Pi=0.673709
87 Fi=0.459291 Di=0.948347 Ti=-1 Pi=0.674643
88 Fi=0.456409 Di=0.947003 Ti=-1 Pi=0.675712
89 Fi=0.454111 Di=0.947584 Ti=-1 Pi=0.676951
90 Fi=0.460057 Di=0.9502 Ti=-1 Pi=0.674705
91 Fi=0.452871 Di=0.947367 Ti=-1 Pi=0.677499
92 Fi=0.453126 Di=0.947076 Ti=-1 Pi=0.677309
93 Fi=0.450901 Di=0.947185 Ti=-1 Pi=0.678409
94 Fi=0.448092 Di=0.948384 Ti=-1 Pi=0.680046
95 Fi=0.437185 Di=0.947475 Ti=-1 Pi=0.685177
96 Fi=0.436565 Di=0.945805 Ti=-1 Pi=0.685102
97 Fi=0.436273 Di=0.945223 Ti=-1 Pi=0.685114
98 Fi=0.432042 Di=0.947911 Ti=-1 Pi=0.687823
99 Fi=0.431276 Di=0.947439 Ti=-1 Pi=0.688097
100 Fi=0.430072 Di=0.947839 Ti=-1 Pi=0.688787
101 Fi=0.42792 Di=0.94773 Ti=-1 Pi=0.689837
102 Fi=0.425768 Di=0.945114 Ti=-1 Pi=0.690324
103 Fi=0.422375 Di=0.944824 Ti=-1 Pi=0.691966
104 Fi=0.418728 Di=0.94595 Ti=-1 Pi=0.694065
105 Fi=0.416138 Di=0.94486 Ti=-1 Pi=0.695136
106 Fi=0.414679 Di=0.944642 Ti=-1 Pi=0.695831
107 Fi=0.410848 Di=0.943952 Ti=-1 Pi=0.697638
108 Fi=0.410411 Di=0.944715 Ti=-1 Pi=0.698033
109 Fi=0.409681 Di=0.944824 Ti=-1 Pi=0.698432
110 Fi=0.410046 Di=0.945369 Ti=-1 Pi=0.698366
111 Fi=0.408952 Di=0.946313 Ti=-1 Pi=0.699139
112 Fi=0.407529 Di=0.945332 Ti=-1 Pi=0.699653
113 Fi=0.407711 Di=0.946495 Ti=-1 Pi=0.699817
114 Fi=0.406617 Di=0.945841 Ti=-1 Pi=0.700237
115 Fi=0.404465 Di=0.94526 Ti=-1 Pi=0.701221
116 Fi=0.401401 Di=0.945841 Ti=-1 Pi=0.70294
117 Fi=0.400015 Di=0.944606 Ti=-1 Pi=0.703389
118 Fi=0.397644 Di=0.943988 Ti=-1 Pi=0.704492
119 Fi=0.397644 Di=0.942971 Ti=-1 Pi=0.704267
120 Fi=0.398154 Di=0.943734 Ti=-1 Pi=0.704168
121 Fi=0.395345 Di=0.943698 Ti=-1 Pi=0.705633
122 Fi=0.394142 Di=0.943226 Ti=-1 Pi=0.706162
123 Fi=0.394725 Di=0.944388 Ti=-1 Pi=0.706111
124 Fi=0.392062 Di=0.944097 Ti=-1 Pi=0.70745
125 Fi=0.391953 Di=0.944424 Ti=-1 Pi=0.707579
126 Fi=0.389837 Di=0.944315 Ti=-1 Pi=0.708674
127 Fi=0.388305 Di=0.944497 Ti=-1 Pi=0.709526
128 Fi=0.392391 Di=0.944679 Ti=-1 Pi=0.707404
129 Fi=0.387722 Di=0.944606 Ti=-1 Pi=0.70986
130 Fi=0.388013 Di=0.943661 Ti=-1 Pi=0.709499
131 Fi=0.391078 Di=0.945659 Ti=-1 Pi=0.708312
132 Fi=0.38991 Di=0.943335 Ti=-1 Pi=0.708421
133 Fi=0.388269 Di=0.943807 Ti=-1 Pi=0.709395
134 Fi=0.386846 Di=0.943407 Ti=-1 Pi=0.710064
135 Fi=0.384366 Di=0.943117 Ti=-1 Pi=0.711323
136 Fi=0.381229 Di=0.942535 Ti=-1 Pi=0.712877
137 Fi=0.380681 Di=0.945296 Ti=-1 Pi=0.713769
138 Fi=0.383235 Di=0.94417 Ti=-1 Pi=0.712156
139 Fi=0.381374 Di=0.944788 Ti=-1 Pi=0.713287
140 Fi=0.380463 Di=0.944679 Ti=-1 Pi=0.713753
141 Fi=0.379003 Di=0.943262 Ti=-1 Pi=0.714231
142 Fi=0.378201 Di=0.944461 Ti=-1 Pi=0.714922
