Strong Text    Ftarget:0.15 f=0.55 d:0.84
Layer 1    pos=27530 neg=27414
1 Fi=0.887211 Di=0.922412 Ti=-1 Pi=0.510781
2 Fi=0.892318 Di=0.894915 Ti=-1 Pi=0.501782
3 Fi=0.912016 Di=0.918525 Ti=-1 Pi=0.502834
4 Fi=0.914679 Di=0.927279 Ti=-1 Pi=0.504476
5 Fi=0.824433 Di=0.915547 Ti=-1 Pi=0.527235
6 Fi=0.839279 Di=0.909844 Ti=-1 Pi=0.521225
7 Fi=0.848253 Di=0.940356 Ti=-1 Pi=0.5268
8 Fi=0.850514 Di=0.934036 Ti=-1 Pi=0.524454
9 Fi=0.856752 Di=0.945514 Ti=-1 Pi=0.525678
10 Fi=0.792661 Di=0.93745 Ti=-1 Pi=0.542892
11 Fi=0.799628 Di=0.942499 Ti=-1 Pi=0.542053
12 Fi=0.733202 Di=0.940174 Ti=-1 Pi=0.562882
13 Fi=0.73747 Di=0.925318 Ti=-1 Pi=0.557528
14 Fi=0.755198 Di=0.948166 Ti=-1 Pi=0.557685
15 Fi=0.766944 Di=0.961388 Ti=-1 Pi=0.557294
16 Fi=0.755964 Di=0.957755 Ti=-1 Pi=0.559916
17 Fi=0.701722 Di=0.949655 Ti=-1 Pi=0.5761
18 Fi=0.685051 Di=0.94624 Ti=-1 Pi=0.581084
19 Fi=0.679215 Di=0.945514 Ti=-1 Pi=0.582979
20 Fi=0.686985 Di=0.943952 Ti=-1 Pi=0.579808
21 Fi=0.681258 Di=0.947076 Ti=-1 Pi=0.58265
22 Fi=0.654593 Di=0.949691 Ti=-1 Pi=0.592992
23 Fi=0.678522 Di=0.960806 Ti=-1 Pi=0.587122
24 Fi=0.65762 Di=0.95267 Ti=-1 Pi=0.592634
25 Fi=0.655432 Di=0.950817 Ti=-1 Pi=0.592968
26 Fi=0.637995 Di=0.958772 Ti=-1 Pi=0.601458
27 Fi=0.613117 Di=0.94733 Ti=-1 Pi=0.608096
28 Fi=0.615744 Di=0.958155 Ti=-1 Pi=0.609783
29 Fi=0.609688 Di=0.955648 Ti=-1 Pi=0.61151
30 Fi=0.603998 Di=0.954232 Ti=-1 Pi=0.613384
31 Fi=0.596155 Di=0.95692 Ti=-1 Pi=0.617143
32 Fi=0.589954 Di=0.95514 Ti=-1 Pi=0.619172
33 Fi=0.611038 Di=0.959608 Ti=-1 Pi=0.611967
34 Fi=0.594806 Di=0.957029 Ti=-1 Pi=0.617706
35 Fi=0.588167 Di=0.95761 Ti=-1 Pi=0.620496
36 Fi=0.588276 Di=0.954123 Ti=-1 Pi=0.619592
37 Fi=0.583279 Di=0.96186 Ti=-1 Pi=0.623499
38 Fi=0.58306 Di=0.956411 Ti=-1 Pi=0.622253
39 Fi=0.577077 Di=0.956121 Ti=-1 Pi=0.624603
40 Fi=0.575181 Di=0.954268 Ti=-1 Pi=0.62492
41 Fi=0.572043 Di=0.958518 Ti=-1 Pi=0.62724
42 Fi=0.564201 Di=0.956665 Ti=-1 Pi=0.630011
43 Fi=0.560662 Di=0.958373 Ti=-1 Pi=0.631892
44 Fi=0.571241 Di=0.963095 Ti=-1 Pi=0.628681
45 Fi=0.56369 Di=0.955794 Ti=-1 Pi=0.63001
46 Fi=0.561283 Di=0.956992 Ti=-1 Pi=0.631299
47 Fi=0.558547 Di=0.95968 Ti=-1 Pi=0.633087
48 Fi=0.558948 Di=0.961751 Ti=-1 Pi=0.633421
49 Fi=0.558073 Di=0.959608 Ti=-1 Pi=0.633267
50 Fi=0.55271 Di=0.958772 Ti=-1 Pi=0.635305
51 Fi=0.555556 Di=0.960007 Ti=-1 Pi=0.634413
52 Fi=0.553805 Di=0.958046 Ti=-1 Pi=0.63467
53 Fi=0.544357 Di=0.961424 Ti=-1 Pi=0.639463
Layer 2    pos=27530 neg=15034
54 Fi=0.54432 Di=0.958663 Ti=-1 Pi=0.638815
55 Fi=0.546728 Di=0.9587 Ti=-1 Pi=0.637805
56 Fi=0.544941 Di=0.957101 Ti=-1 Pi=0.638176
57 Fi=0.542788 Di=0.959608 Ti=-1 Pi=0.639692
58 Fi=0.544466 Di=0.960044 Ti=-1 Pi=0.639085
59 Fi=0.546108 Di=0.961351 Ti=-1 Pi=0.638705
60 Fi=0.545962 Di=0.959135 Ti=-1 Pi=0.638234
61 Fi=0.544503 Di=0.957392 Ti=-1 Pi=0.638431
