Strong Text    Ftarget:0.005 f=0.49 d:0.86
Layer 1    pos=27530 neg=27414
1 Fi=0.913438 Di=0.884126 Ti=-1 Pi=0.492902
2 Fi=0.928029 Di=0.897784 Ti=-1 Pi=0.492773
3 Fi=0.952652 Di=0.918453 Ti=-1 Pi=0.491916
4 Fi=0.94853 Di=0.937123 Ti=-1 Pi=0.498031
5 Fi=0.842562 Di=0.923792 Ti=-1 Pi=0.524047
6 Fi=0.84103 Di=0.929713 Ti=-1 Pi=0.526094
7 Fi=0.858248 Di=0.931275 Ti=-1 Pi=0.521458
8 Fi=0.862661 Di=0.939194 Ti=-1 Pi=0.522291
9 Fi=0.864157 Di=0.946931 Ti=-1 Pi=0.523905
10 Fi=0.805829 Di=0.935016 Ti=-1 Pi=0.538154
11 Fi=0.80437 Di=0.944933 Ti=-1 Pi=0.541225
12 Fi=0.739914 Di=0.939121 Ti=-1 Pi=0.560362
13 Fi=0.754213 Di=0.947911 Ti=-1 Pi=0.557941
14 Fi=0.75684 Di=0.947439 Ti=-1 Pi=0.55696
15 Fi=0.765011 Di=0.950781 Ti=-1 Pi=0.555178
16 Fi=0.752718 Di=0.947439 Ti=-1 Pi=0.558307
17 Fi=0.703363 Di=0.945732 Ti=-1 Pi=0.574518
18 Fi=0.68217 Di=0.95198 Ti=-1 Pi=0.58358
19 Fi=0.680455 Di=0.944061 Ti=-1 Pi=0.582161
20 Fi=0.686292 Di=0.94802 Ti=-1 Pi=0.581101
21 Fi=0.683519 Di=0.948892 Ti=-1 Pi=0.58231
22 Fi=0.654811 Di=0.954377 Ti=-1 Pi=0.594098
23 Fi=0.677282 Di=0.960516 Ti=-1 Pi=0.587492
24 Fi=0.655249 Di=0.955176 Ti=-1 Pi=0.594139
25 Fi=0.657474 Di=0.95899 Ti=-1 Pi=0.594282
26 Fi=0.639308 Di=0.956811 Ti=-1 Pi=0.600474
27 Fi=0.619246 Di=0.959208 Ti=-1 Pi=0.608695
28 Fi=0.614832 Di=0.957101 Ti=-1 Pi=0.609874
29 Fi=0.611877 Di=0.957792 Ti=-1 Pi=0.611191
30 Fi=0.606515 Di=0.952706 Ti=-1 Pi=0.612017
31 Fi=0.599657 Di=0.957646 Ti=-1 Pi=0.615938
32 Fi=0.59083 Di=0.953033 Ti=-1 Pi=0.618301
33 Fi=0.610126 Di=0.956702 Ti=-1 Pi=0.611601
34 Fi=0.595499 Di=0.954995 Ti=-1 Pi=0.616928
35 Fi=0.588823 Di=0.960443 Ti=-1 Pi=0.620929
