Strong Text    Ftarget:0.005 f=0.58 d:0.83
Layer 1    pos=27530 neg=27414
1 Fi=0.881302 Di=0.910207 Ti=-1 Pi=0.509123
2 Fi=0.92409 Di=0.898947 Ti=-1 Pi=0.494159
3 Fi=0.945138 Di=0.931856 Ti=-1 Pi=0.497518
4 Fi=0.921974 Di=0.896295 Ti=-1 Pi=0.493994
5 Fi=0.839243 Di=0.919542 Ti=-1 Pi=0.523881
6 Fi=0.840811 Di=0.919361 Ti=-1 Pi=0.523366
7 Fi=0.827825 Di=0.915038 Ti=-1 Pi=0.526073
8 Fi=0.843438 Di=0.93923 Ti=-1 Pi=0.52792
9 Fi=0.856934 Di=0.946095 Ti=-1 Pi=0.525778
10 Fi=0.792916 Di=0.933019 Ti=-1 Pi=0.541636
11 Fi=0.804662 Di=0.948202 Ti=-1 Pi=0.541993
12 Fi=0.728423 Di=0.932728 Ti=-1 Pi=0.562534
13 Fi=0.740826 Di=0.937341 Ti=-1 Pi=0.559591
14 Fi=0.754651 Di=0.948856 Ti=-1 Pi=0.558043
15 Fi=0.756584 Di=0.948311 Ti=-1 Pi=0.55727
16 Fi=0.757168 Di=0.952742 Ti=-1 Pi=0.55823
17 Fi=0.706829 Di=0.954486 Ti=-1 Pi=0.575568
18 Fi=0.682571 Di=0.947693 Ti=-1 Pi=0.58234
19 Fi=0.68217 Di=0.955975 Ti=-1 Pi=0.584598
20 Fi=0.687058 Di=0.954268 Ti=-1 Pi=0.582428
21 Fi=0.681221 Di=0.950127 Ti=-1 Pi=0.583445
22 Fi=0.65576 Di=0.953687 Ti=-1 Pi=0.593575
23 Fi=0.675421 Di=0.954341 Ti=-1 Pi=0.586595
24 Fi=0.656125 Di=0.957501 Ti=-1 Pi=0.594403
25 Fi=0.654155 Di=0.956629 Ti=-1 Pi=0.594908
26 Fi=0.639272 Di=0.957065 Ti=-1 Pi=0.600552
27 Fi=0.618078 Di=0.95652 Ti=-1 Pi=0.608476
28 Fi=0.615051 Di=0.957283 Ti=-1 Pi=0.609835
29 Fi=0.611768 Di=0.9583 Ti=-1 Pi=0.61136
30 Fi=0.607281 Di=0.95474 Ti=-1 Pi=0.612224
31 Fi=0.599219 Di=0.951217 Ti=-1 Pi=0.614516
32 Fi=0.591048 Di=0.953977 Ti=-1 Pi=0.618448
33 Fi=0.611002 Di=0.955176 Ti=-1 Pi=0.610881
34 Fi=0.595024 Di=0.961351 Ti=-1 Pi=0.618683
35 Fi=0.589297 Di=0.95939 Ti=-1 Pi=0.620481
36 Fi=0.58565 Di=0.95721 Ti=-1 Pi=0.621407
37 Fi=0.584045 Di=0.962114 Ti=-1 Pi=0.623253
38 Fi=0.582257 Di=0.95899 Ti=-1 Pi=0.623209
39 Fi=0.577223 Di=0.957574 Ti=-1 Pi=0.624899
Layer 2    pos=27530 neg=15919
40 Fi=0.57777 Di=0.958554 Ti=-1 Pi=0.624917
41 Fi=0.577442 Di=0.95623 Ti=-1 Pi=0.624481
42 Fi=0.576165 Di=0.959063 Ti=-1 Pi=0.625693
43 Fi=0.577114 Di=0.958554 Ti=-1 Pi=0.625184
44 Fi=0.576275 Di=0.959027 Ti=-1 Pi=0.62564
45 Fi=0.576895 Di=0.953433 Ti=-1 Pi=0.624016
46 Fi=0.577479 Di=0.95761 Ti=-1 Pi=0.624804
47 Fi=0.576165 Di=0.956738 Ti=-1 Pi=0.625125
48 Fi=0.557525 Di=0.953142 Ti=-1 Pi=0.631924
49 Fi=0.563945 Di=0.955394 Ti=-1 Pi=0.629807
50 Fi=0.566134 Di=0.956992 Ti=-1 Pi=0.629293
51 Fi=0.569198 Di=0.957937 Ti=-1 Pi=0.628264
52 Fi=0.568067 Di=0.957138 Ti=-1 Pi=0.628533
53 Fi=0.569599 Di=0.954086 Ti=-1 Pi=0.627158
54 Fi=0.565879 Di=0.957428 Ti=-1 Pi=0.629505
55 Fi=0.53542 Di=0.952633 Ti=-1 Pi=0.64116
