Strong Text    Ftarget:0.005 f=0.59 d:0.86
Layer 1    pos=27530 neg=27414
1 Fi=0.905851 Di=0.914094 Ti=-1 Pi=0.50332
2 Fi=0.921719 Di=0.880167 Ti=-1 Pi=0.489525
3 Fi=0.935033 Di=0.920777 Ti=-1 Pi=0.497215
4 Fi=0.929379 Di=0.929713 Ti=-1 Pi=0.501145
5 Fi=0.829467 Di=0.928696 Ti=-1 Pi=0.529272
6 Fi=0.836616 Di=0.935198 Ti=-1 Pi=0.528872
7 Fi=0.855439 Di=0.928478 Ti=-1 Pi=0.521525
8 Fi=0.836616 Di=0.924918 Ti=-1 Pi=0.526117
9 Fi=0.859415 Di=0.941518 Ti=-1 Pi=0.523848
10 Fi=0.786934 Di=0.928551 Ti=-1 Pi=0.542324
11 Fi=0.805501 Di=0.945732 Ti=-1 Pi=0.541086
12 Fi=0.737032 Di=0.935997 Ti=-1 Pi=0.560503
13 Fi=0.746845 Di=0.938249 Ti=-1 Pi=0.557835
14 Fi=0.754286 Di=0.944097 Ti=-1 Pi=0.556922
15 Fi=0.759977 Di=0.937523 Ti=-1 Pi=0.55334
16 Fi=0.758809 Di=0.955576 Ti=-1 Pi=0.558428
17 Fi=0.705333 Di=0.948529 Ti=-1 Pi=0.574556
18 Fi=0.682024 Di=0.953796 Ti=-1 Pi=0.584095
19 Fi=0.681768 Di=0.957537 Ti=-1 Pi=0.585137
20 Fi=0.687058 Di=0.949764 Ti=-1 Pi=0.581277
21 Fi=0.681695 Di=0.954159 Ti=-1 Pi=0.584305
22 Fi=0.64861 Di=0.94377 Ti=-1 Pi=0.593698
23 Fi=0.674692 Di=0.951035 Ti=-1 Pi=0.586015
24 Fi=0.65379 Di=0.948311 Ti=-1 Pi=0.592937
25 Fi=0.654374 Di=0.949146 Ti=-1 Pi=0.592934
26 Fi=0.634858 Di=0.952561 Ti=-1 Pi=0.601082
27 Fi=0.617166 Di=0.952343 Ti=-1 Pi=0.607785
28 Fi=0.61516 Di=0.958191 Ti=-1 Pi=0.610018
29 Fi=0.612278 Di=0.956556 Ti=-1 Pi=0.610728
30 Fi=0.606843 Di=0.956012 Ti=-1 Pi=0.612711
31 Fi=0.599584 Di=0.960298 Ti=-1 Pi=0.616621
32 Fi=0.590757 Di=0.955576 Ti=-1 Pi=0.618959
33 Fi=0.611804 Di=0.961569 Ti=-1 Pi=0.612154
34 Fi=0.595024 Di=0.959244 Ti=-1 Pi=0.618165
