Strong Text    Ftarget:0.005 f=0.55 d:0.85
Layer 1    pos=27530 neg=27414
1 Fi=0.887539 Di=0.876062 Ti=-1 Pi=0.497802
2 Fi=0.899431 Di=0.88834 Ti=-1 Pi=0.497954
3 Fi=0.913876 Di=0.896767 Ti=-1 Pi=0.496331
4 Fi=0.905778 Di=0.919034 Ti=-1 Pi=0.504688
5 Fi=0.818086 Di=0.902543 Ti=-1 Pi=0.525595
6 Fi=0.846356 Di=0.920741 Ti=-1 Pi=0.522101
7 Fi=0.845444 Di=0.934108 Ti=-1 Pi=0.525965
8 Fi=0.851791 Di=0.936033 Ti=-1 Pi=0.524613
9 Fi=0.864121 Di=0.945805 Ti=-1 Pi=0.523619
10 Fi=0.798388 Di=0.935271 Ti=-1 Pi=0.540527
11 Fi=0.804844 Di=0.942136 Ti=-1 Pi=0.540343
12 Fi=0.734916 Di=0.941882 Ti=-1 Pi=0.562754
13 Fi=0.745714 Di=0.933382 Ti=-1 Pi=0.556926
14 Fi=0.75673 Di=0.952561 Ti=-1 Pi=0.558326
15 Fi=0.763843 Di=0.957392 Ti=-1 Pi=0.557266
16 Fi=0.757314 Di=0.960625 Ti=-1 Pi=0.560214
17 Fi=0.703874 Di=0.951834 Ti=-1 Pi=0.575912
18 Fi=0.682316 Di=0.946313 Ti=-1 Pi=0.582077
19 Fi=0.680018 Di=0.947911 Ti=-1 Pi=0.583307
20 Fi=0.686182 Di=0.95198 Ti=-1 Pi=0.582154
21 Fi=0.682607 Di=0.954522 Ti=-1 Pi=0.584072
22 Fi=0.655577 Di=0.951072 Ti=-1 Pi=0.592979
23 Fi=0.675932 Di=0.956556 Ti=-1 Pi=0.586974
24 Fi=0.655869 Di=0.960116 Ti=-1 Pi=0.595154
25 Fi=0.656416 Di=0.956883 Ti=-1 Pi=0.59414
26 Fi=0.638068 Di=0.95583 Ti=-1 Pi=0.600694
27 Fi=0.617422 Di=0.953905 Ti=-1 Pi=0.608077
28 Fi=0.616473 Di=0.958918 Ti=-1 Pi=0.609691
29 Fi=0.611403 Di=0.954486 Ti=-1 Pi=0.610553
30 Fi=0.607427 Di=0.960007 Ti=-1 Pi=0.613472
31 Fi=0.59849 Di=0.95652 Ti=-1 Pi=0.616121
32 Fi=0.590282 Di=0.957319 Ti=-1 Pi=0.619578
33 Fi=0.609105 Di=0.954413 Ti=-1 Pi=0.61143
34 Fi=0.594696 Di=0.957283 Ti=-1 Pi=0.617812
35 Fi=0.586489 Di=0.956048 Ti=-1 Pi=0.620784
36 Fi=0.586853 Di=0.956012 Ti=-1 Pi=0.620629
37 Fi=0.58357 Di=0.960007 Ti=-1 Pi=0.622929
38 Fi=0.58233 Di=0.958881 Ti=-1 Pi=0.623153
39 Fi=0.575764 Di=0.954123 Ti=-1 Pi=0.624646
40 Fi=0.576311 Di=0.956956 Ti=-1 Pi=0.625119
41 Fi=0.571715 Di=0.9583 Ti=-1 Pi=0.627321
42 Fi=0.563252 Di=0.957065 Ti=-1 Pi=0.630501
43 Fi=0.560115 Di=0.959971 Ti=-1 Pi=0.632506
44 Fi=0.571496 Di=0.961714 Ti=-1 Pi=0.628242
45 Fi=0.565259 Di=0.960915 Ti=-1 Pi=0.630608
46 Fi=0.56172 Di=0.959099 Ti=-1 Pi=0.631629
47 Fi=0.559313 Di=0.962259 Ti=-1 Pi=0.633392
48 Fi=0.559933 Di=0.96117 Ti=-1 Pi=0.632872
49 Fi=0.558912 Di=0.961061 Ti=-1 Pi=0.63327
50 Fi=0.553878 Di=0.959244 Ti=-1 Pi=0.63493
