Strong Text    Ftarget:0.005 f=0.51 d:0.8
Layer 1    pos=27530 neg=27414
1 Fi=0.887722 Di=0.865529 Ti=-1 Pi=0.494726
2 Fi=0.901547 Di=0.890883 Ti=-1 Pi=0.498081
3 Fi=0.925695 Di=0.904831 Ti=-1 Pi=0.495357
4 Fi=0.919311 Di=0.925608 Ti=-1 Pi=0.502762
5 Fi=0.830379 Di=0.902942 Ti=-1 Pi=0.521986
6 Fi=0.844459 Di=0.931275 Ti=-1 Pi=0.525498
7 Fi=0.850806 Di=0.934036 Ti=-1 Pi=0.524369
8 Fi=0.850587 Di=0.935343 Ti=-1 Pi=0.524782
9 Fi=0.865616 Di=0.937995 Ti=-1 Pi=0.521119
10 Fi=0.803166 Di=0.929386 Ti=-1 Pi=0.537476
11 Fi=0.809003 Di=0.944097 Ti=-1 Pi=0.539579
12 Fi=0.735938 Di=0.935924 Ti=-1 Pi=0.56085
13 Fi=0.755125 Di=0.950636 Ti=-1 Pi=0.55835
14 Fi=0.753265 Di=0.944388 Ti=-1 Pi=0.557332
15 Fi=0.761691 Di=0.947003 Ti=-1 Pi=0.555269
16 Fi=0.757022 Di=0.954232 Ti=-1 Pi=0.558663
17 Fi=0.70588 Di=0.954849 Ti=-1 Pi=0.575989
18 Fi=0.682607 Di=0.952706 Ti=-1 Pi=0.58361
19 Fi=0.681951 Di=0.951471 Ti=-1 Pi=0.583528
20 Fi=0.688918 Di=0.959499 Ti=-1 Pi=0.5831
21 Fi=0.682644 Di=0.951834 Ti=-1 Pi=0.583374
22 Fi=0.653498 Di=0.951144 Ti=-1 Pi=0.593764
23 Fi=0.675677 Di=0.959608 Ti=-1 Pi=0.587837
24 Fi=0.658715 Di=0.955212 Ti=-1 Pi=0.592876
25 Fi=0.656198 Di=0.94871 Ti=-1 Pi=0.592151
26 Fi=0.638251 Di=0.952525 Ti=-1 Pi=0.599794
27 Fi=0.617859 Di=0.95652 Ti=-1 Pi=0.60856
28 Fi=0.613956 Di=0.950381 Ti=-1 Pi=0.608536
29 Fi=0.610564 Di=0.955612 Ti=-1 Pi=0.61116
30 Fi=0.607682 Di=0.95474 Ti=-1 Pi=0.612067
31 Fi=0.597395 Di=0.953542 Ti=-1 Pi=0.615816
32 Fi=0.59134 Di=0.958518 Ti=-1 Pi=0.619451
33 Fi=0.609287 Di=0.954922 Ti=-1 Pi=0.611486
34 Fi=0.596155 Di=0.958772 Ti=-1 Pi=0.6176
35 Fi=0.588021 Di=0.955903 Ti=-1 Pi=0.620134
36 Fi=0.586051 Di=0.954014 Ti=-1 Pi=0.620458
37 Fi=0.583716 Di=0.955794 Ti=-1 Pi=0.621836
38 Fi=0.582658 Di=0.956992 Ti=-1 Pi=0.622557
39 Fi=0.576859 Di=0.957029 Ti=-1 Pi=0.624914
40 Fi=0.576457 Di=0.959717 Ti=-1 Pi=0.625734
41 Fi=0.571314 Di=0.955212 Ti=-1 Pi=0.626731
42 Fi=0.565477 Di=0.959426 Ti=-1 Pi=0.630156
43 Fi=0.56048 Di=0.958409 Ti=-1 Pi=0.631976
44 Fi=0.571314 Di=0.962477 Ti=-1 Pi=0.628502
45 Fi=0.564748 Di=0.962259 Ti=-1 Pi=0.631144
