Strong Text    Ftarget:0.005 f=0.64 d:0.87
Layer 1    pos=27530 neg=27414
1 Fi=0.89509 Di=0.881329 Ti=-5 Pi=0.497182
2 Fi=0.882141 Di=0.90712 Ti=-1 Pi=0.508036
3 Fi=0.941891 Di=0.925972 Ti=-1 Pi=0.496794
4 Fi=0.928139 Di=0.937159 Ti=-1 Pi=0.503474
5 Fi=0.837127 Di=0.921177 Ti=-1 Pi=0.524954
6 Fi=0.840629 Di=0.920632 Ti=-1 Pi=0.523765
7 Fi=0.840228 Di=0.923138 Ti=-1 Pi=0.524562
8 Fi=0.8519 Di=0.946458 Ti=-1 Pi=0.527343
9 Fi=0.851718 Di=0.944969 Ti=-1 Pi=0.527003
10 Fi=0.804224 Di=0.936506 Ti=-1 Pi=0.539045
11 Fi=0.803093 Di=0.934108 Ti=-1 Pi=0.538758
12 Fi=0.729153 Di=0.926589 Ti=-1 Pi=0.560662
13 Fi=0.748085 Di=0.94032 Ti=-1 Pi=0.55797
14 Fi=0.753155 Di=0.956157 Ti=-1 Pi=0.560422
15 Fi=0.759721 Di=0.955212 Ti=-1 Pi=0.558038
16 Fi=0.759539 Di=0.961315 Ti=-1 Pi=0.559668
17 Fi=0.705041 Di=0.936905 Ti=-1 Pi=0.571641
18 Fi=0.682133 Di=0.9498 Ti=-1 Pi=0.583036
19 Fi=0.68206 Di=0.957247 Ti=-1 Pi=0.584959
20 Fi=0.683483 Di=0.939121 Ti=-1 Pi=0.579803
21 Fi=0.682243 Di=0.94802 Ti=-1 Pi=0.582541
22 Fi=0.652732 Di=0.946604 Ti=-1 Pi=0.592893
23 Fi=0.673634 Di=0.954195 Ti=-1 Pi=0.5872
24 Fi=0.656489 Di=0.955794 Ti=-1 Pi=0.593839
25 Fi=0.656599 Di=0.957646 Ti=-1 Pi=0.594266
26 Fi=0.640658 Di=0.956375 Ti=-1 Pi=0.599859
27 Fi=0.615671 Di=0.948347 Ti=-1 Pi=0.607361
Layer 2    pos=27530 neg=17080
28 Fi=0.616729 Di=0.946349 Ti=-1 Pi=0.606448
29 Fi=0.61257 Di=0.950708 Ti=-1 Pi=0.609156
30 Fi=0.615343 Di=0.953869 Ti=-1 Pi=0.608871
31 Fi=0.614759 Di=0.95376 Ti=-1 Pi=0.60907
32 Fi=0.61589 Di=0.951253 Ti=-1 Pi=0.608005
33 Fi=0.616911 Di=0.955503 Ti=-1 Pi=0.608673
34 Fi=0.618297 Di=0.95543 Ti=-1 Pi=0.60812
35 Fi=0.617896 Di=0.957392 Ti=-1 Pi=0.608763
36 Fi=0.617166 Di=0.95692 Ti=-1 Pi=0.608927
37 Fi=0.618407 Di=0.954958 Ti=-1 Pi=0.60796
38 Fi=0.6164 Di=0.952706 Ti=-1 Pi=0.608171
39 Fi=0.606223 Di=0.954777 Ti=-1 Pi=0.612647
40 Fi=0.607208 Di=0.950599 Ti=-1 Pi=0.61122
41 Fi=0.610053 Di=0.95692 Ti=-1 Pi=0.611684
42 Fi=0.607026 Di=0.955539 Ti=-1 Pi=0.612522
43 Fi=0.573174 Di=0.950563 Ti=-1 Pi=0.624827
44 Fi=0.576384 Di=0.949292 Ti=-1 Pi=0.623203
45 Fi=0.575764 Di=0.949401 Ti=-1 Pi=0.623482
46 Fi=0.55023 Di=0.946277 Ti=-1 Pi=0.633305
47 Fi=0.523127 Di=0.94032 Ti=-1 Pi=0.643507
48 Fi=0.525534 Di=0.940501 Ti=-1 Pi=0.642497
49 Fi=0.528562 Di=0.941482 Ti=-1 Pi=0.641417
50 Fi=0.551324 Di=0.946531 Ti=-1 Pi=0.632906
51 Fi=0.541512 Di=0.948093 Ti=-1 Pi=0.637449
52 Fi=0.525899 Di=0.94486 Ti=-1 Pi=0.6434
53 Fi=0.530897 Di=0.946567 Ti=-1 Pi=0.641642
54 Fi=0.530824 Di=0.945369 Ti=-1 Pi=0.641382
55 Fi=0.506821 Di=0.942826 Ti=-1 Pi=0.651343
56 Fi=0.491428 Di=0.938612 Ti=-1 Pi=0.657306
57 Fi=0.5116 Di=0.946458 Ti=-1 Pi=0.650084
58 Fi=0.506384 Di=0.945768 Ti=-1 Pi=0.652246
59 Fi=0.501423 Di=0.94526 Ti=-1 Pi=0.654354
60 Fi=0.483585 Di=0.940356 Ti=-1 Pi=0.661336
61 Fi=0.493726 Di=0.942717 Ti=-1 Pi=0.657238
62 Fi=0.484132 Di=0.942681 Ti=-1 Pi=0.661636
63 Fi=0.477274 Di=0.940465 Ti=-1 Pi=0.664298
